id,brand,name,desc,price,product_id,cluster_id
4590034064,Vision S,"Vision S sliding panel curtain OPALIA (1 pc), HxW: 245x60 cm, decorative fabric digital print 245 cm, panel carrier, 60 cm, blue curtains","This sliding panel curtain with the digital photo print ""OPALIA"" creates a great effect at your windows thanks to the photorealistic motif. The panel curtain has been digitally printed, showing brilliant colors on the dense decorative fabric with a silk-look and subtle effects. The sides have been cut using a special laser technique. Includes panel carrier with rollers and x-gliders for all common curtain tracks. The high-quality aluminium clamp bar allows you to shorten the sliding panel curtain to any desired height. Material: 100% polyester. This sliding panel curtain combines very well with other sliding panel curtains.",50.99,1538167624,75
3633533062,Walimex,"Walimex pro 650-1300-8-16 DSLR Samsung NX zoom lens, camera mount: Samsung NX","Walimex pro 650-1300-8-16 DSLR Samsung NX zoom lens, camera mount: Samsung NX",329.0,407084305,92
1372178479,Home Wohnideen,Panel curtain 'RAWLINS' Home Living Ideas Lilac,"Gone are the days when curtains served only as privacy screens. This model gives your home a completely new look. It is equipped with a panel carrier, which makes it hang especially nicely. Treat your home to a fresh look and order the curtain now—quickly and conveniently in our online shop!",54.99,1012832077,99
3926916973,Home Wohnideen,"HOME WOHNIDEEN sliding panel curtain BENARI, HxW: 245x60, incl. mounting accessories green living room curtains curtains by room drapes","This sliding panel curtain with the digital photo print ""BENARI"" creates a great effect on your windows thanks to the photorealistic motif. The panel curtain was digitally printed to show its brilliance on the dense decorative fabric with a silk look and subtle effects. The sides have been cut using a special laser technique. Includes panel carrier with rollers and x-gliders for all common curtain tracks. The high-quality aluminium clamping rail allows you to shorten the sliding panel curtain to any desired height. Material: 100% polyester. This sliding panel curtain can be very well combined with other sliding panel curtains.",59.78,1285123046,100
2071860396,Oral B,"Oral-B Pulsonic Slim One 2900 Duo white, sonic technology, with integrated timer, electric toothbrush, color/design: white, second handpiece: yes","Cleaning technology: Sonic | Oscillation rate: 31,000 rpm | Cleaning programs: 3 | Timer | Charge level indicator",55.0,1435573037,65
3214249594,Airoh,"Airoh Commander Skill Motocross Helmet, gray, size S","* Double D-ring fastener * Ventilation at chin, front and top * Visor (scratch-resistant and UV-resistant, extra wide field of view, Pinlock-ready) | Item: Airoh Commander Skill Motocross Helmet, gray, size S",359.90003,2491910760,130
1995007743,Yves Saint Laurent,YSL Rouge Volupté Shine Lip Colour,"Rouge Volupté Shine by Yves Saint Laurent is a lipstick that combines color, shine and moisture. The luminous and opaque color from Yves Saint Laurent with 8 hours of hydration and spectacular shine. Enjoy the silky and pleasant sensation as you glide it over your lips. Rouge Volupté Shine is formulated with a nutrient-rich plant complex that cares for, smooths and softens the lips while providing comfort. With a slightly melting texture and smooth feel, it is suitable for all skin types.",37.91,1511754467,132
3047893935,BABOR,AGE ID Make up Glossy Lip Colour 08 soft rose,"The Babor Lip Gloss fuses seductively with the lips as soon as it is applied. With high-quality plant oils. Available in 4 shades. Discover now. Long-lasting lipstick with an ultra-glossy finish The Babor Lip Gloss fuses seductively with the lips as soon as it is applied. With high-quality plant oils. Available in 4 shades. Discover now. Benefits at a glance: gives the lips a hint of colour with a high-shine, glossy finish allows the natural lip colour to show through the applied shade particularly harmonises well with the complexion plant oils provide a perfect caring sensation Additionally offers an optical plumping effect and long-lasting wear Application: First trace the upper lip from the inside out with the Glossy Lip Colour, then continue with the lower lip. Gently dab the inside of the lips with a tissue so that no colour sticks to the teeth.",21.17,845830827,133
3249295282,Airoh,"Airoh Commander Skill, Enduro Helmet - Matte Gray/Dark Gray/Blue/Red - XXL","Choose your route — the Commander adapts to every scenario. Its innovative design allows you to easily change its configuration, from the combination of peak and visor for off-road use, to the mode without peak and with visor for street use. To prove itself on a demanding off-road route, the helmet can also be used without the visor. The latest Airoh innovations in design and technology are combined in the Commander to redefine standards and achieve a level of performance others cannot reach: HPC (High Performance Composite), extra wide visor, integrated sun visor, Pinlock® lens included, aerodynamic peak, three-zone ventilation, Bluetooth preparation, outer shells in two sizes and a range of striking graphics. Weight 1430 g ± 50 g. Material: HPC (High Performance Composite). Ventilation: front ventilation, chin ventilation, top vents. Fastening system: double-D ring. Lining: removable and washable, hypoallergenic lining. Visor: extra wide field of view, scratch-resistant, UV-resistant, locking system, anti-fog position. Homologation: ECE 22-05. HPC (High Performance Composite): by combining composite materials with prepreg technology, highly efficient strength results can be achieved without neglecting lightness. Note: Please note that unless otherwise stated in the item description, all helmets that are supplied standard with a visor are delivered with a clear visor, even if shown differently in images.",359.9,2491910760,130
4683128574,BIRKENSTOCK,"Birkenstock ""Boston ESD"" house shoe 38","Size , 38, Sizing system , EU sizes, EU sizes, Color , black, Upper material , Upper material: leather, Lining , No lining, Closure , Buckle, Toe shape , round, Insole material , No lining, Outsole material , PU, Outsole profile , lightly profiled, Shaft width , regular shaft,",94.99,3631090120,149
4683128693,BIRKENSTOCK,Birkenstock 'Boston ESD' house shoe 40,"Size , 40, Size system , EU sizes, EU sizes, Color , blue, Upper material , Upper material: leather, Lining , No lining, Closure , Buckle, Toe shape , round, Insole material , No lining, Outsole material , PU, Outsole profile , lightly profiled, Shaft width , regular shaft,",94.99,1913270470,150
1328713620,adidas,adidas Originals HANDBALL SPEZIAL sneakers black 44.5,"Size , 44.5, Size system , EU sizes, Size note , Runs small; please order one size up., Manufacturer color designation , Core Black / Cloud White / Gum5, Color , black, white, Appearance , solid color with color accents, Upper material , Leather, Synthetic, Lining material , Synthetic, Style , casual, Embellishments , label, logo lettering, Closure , Lace-up, Closure details , adjustable, Toe shape , round, Insole material , Textile, Outsole material , Rubber, Outsole properties , slip-resistant, Outsole profile , smooth, Stud pattern outsole , indoor court, Shoe height , low,",79.63,1511483122,171
2138241335,Biederlack,Throw blanket XXL UNO COTTON (BL 220x240 cm) Biederlack,"· beige · 50% cotton, 43% polyacrylic, 7% polyester · Confidence in Textiles - Oeko‑Tex Standard 100 · Confidence in Textiles - Oeko‑Tex Made in Green · Cotton made in Africa · Made in Germany · Uno Cotton is a plain 220x240 cm XXL throw made of easy-care dralon® and breathable cotton with Cotton made in Africa. The snug, cuddly blanket in classic beige is finished with a fine velour binding, is hard-wearing and provides excellent warmth. A popular all-rounder that belongs in every home and is ideal as a sofa throw or bedspread. Material: 50% cotton, 43% polyacrylic, 7% polyester",76.9,1377073738,175
2062122607,"Bibliographisches Institut, Berlin / Duden",My Learning Memory with Raven Linus - Number Game (Children's Game) / Easy Learning with Raven Linus,"Learn the numbers up to 20 with Raven Linus and find the corresponding quantities. Children from 5 years can develop a first sense of counting in a playful way and, incidentally, strengthen their concentration and memory. The number memory game with Raven Linus is the ideal preparation for first arithmetic.",8.49,2996525770,179
4437686963,Bibliographisches Institut,My Learning Memo with Raven Linus - Number Game Dorothee Raab Game Linus Learning Games,My Learning Memo with Raven Linus - Number Game Dorothee Raab Game Linus Learning Games,10.49,2996525770,179
335140369784,MID.YOU,"Mid.you corner sofa, anthracite, silver, textile, 4-seater, filling: silicone, foam flakes, can be assembled mirrored once, 244x212 cm, made in EU, type selection, sleeping at seat height, real back, living room, sofas & couches, modular sofas, corner sofas with sleeping function","Mid.you corner sofa in the color anthracite, silver, made of textile. This is a 4-seater. The filling consists of silicone and foam flakes. The fabric composition is 100%. The shape of the item can be assembled mirrored once. The item dimensions are 244x212 cm. It is labeled: Made in EU. Special features: type selection, sleeping at seat height, real back. Included with purchase: back cushions, storage drawer (ottoman/storage box), sleeping function, storage space, sleeping surface in the original fabric.",999.0,4663839989,183
3938878589,Nike,"Nike Unisex Nike Squad team socks, Black-White, S/M (EU 34-38)",Sweat-wicking material helps keep the feet dry and comfortable.,8.9,3120778611,184
18468637596,Kneer,"Fitted sheet KNEER ""Exclusive-Stretch"" sheet Size W/L: 180-200 cm x 200-220 cm (1 pc), jersey-elastane, 40 cm, purple (blackberry) bed sheet bedding optimal fit","With the Exclusive-Stretch fitted sheet you are purchasing an absolute top product. Thanks to the yarn composition of 95% cotton and 5% elastane, as well as the particularly high-quality finish, the fitted sheet has an exceptionally silky shiny and smooth lying surface. The extremely stretchy and durable Exclusive-Stretch fitted sheet is also suitable for very high mattresses, box spring beds and waterbeds up to a height of 40 cm. Its clever construction with rounded corners and an all-around elastic band sewn in out of sight ensures a perfect fit on the mattress.",107.94,1324747237,185
4206296451,Graef,"Graef SKS903EU all-purpose slicer, 185 W, 15 mm max slicing thickness, aluminum, plastic, anodized aluminum - red","Product type: all-purpose slicer | Operation: electric | Cutting length: 230 mm | Cutting thickness: 0 to 15 mm | Max. power in W: 185 | Housing material: aluminum, stainless steel | Scope of delivery: MiniSlice attachment, stainless steel tray, food pusher",637.17,1043146066,33
3797577433,BIRKENSTOCK,"Birkenstock ""Birkenstock Boston ESD clog black narrow"" sandal 38","Size, 38, Color, black, Upper material, leather, Style, casual, Toe shape, round, Insole material, cork, latex,",93.99,3631090120,149
4683128695,BIRKENSTOCK,"Birkenstock ""Boston ESD"" slipper 38","Size , 38, Sizing system , EU sizes, EU sizes, Color , blue, Upper material , Upper material: leather, Lining , No lining, Closure , buckle, Toe shape , round, Insole material , No lining, Outsole material , PU, Outsole profile , lightly profiled, Shaft width , normal shaft,",94.99,3321918357,192
18467925256,Kneer,"Fitted sheet KNEER ""Exclusive-Stretch"" fitted sheet Size W/L: 180-200 cm x 200-220 cm (1 pc.), jersey-elastane, 40 cm, blue (lagoon) bed sheet linens optimal fit","With the Exclusive-Stretch fitted sheet you are purchasing an absolute top product. Thanks to the yarn composition of 95% cotton and 5% elastane, and due to the particularly high-quality finishing, the fitted sheet has an exceptionally silky shiny and smooth sleeping surface. The extremely stretchy and hard-wearing Exclusive-Stretch fitted sheet is also suitable for very high mattresses, box-spring beds and waterbeds up to a height of 40 cm. Its clever construction with rounded corners and a concealed sewn-in all-around elastic ensures a perfect fit on the mattress.",107.94,1324746422,199
2132712586,Goodyear,Goodyear 275/25ZR21 (92Y) Eagle F1 Supersport R X,Goodyear 275/25ZR21 (92Y) Eagle F1 Supersport R X,463.93,1626693599,206
3082148037,Adidas,"adidas handball shoe ""Handball Spezial"", moisture-repellent, padded insole, for men, black/white, 44, 44","In 1979 it was the shoe of choice among professional handball players; today the classic is a celebrated streetwear favorite. This version features an upper made of soft nubuck suede. For an authentic vintage vibe, the soft natural rubber outsole is, of course, a must.",99.95,1469578364,208
3077577348,CreaTable,"Combination set, ""Bella Casa Aqua"", dishwasher-safe, CreaTable",Combination set for 4 people from CreaTable. Made of high-quality stoneware. With hand-painted spiral decoration in trendy shades of blue. Dishwasher-safe. Microwave-safe.,59.99,1970396950,216
1512606886,adidas,"adidas handball shoe ""Handball Spezial"", moisture-repellent, padded insole, for men, black/white, size 46","adidas shoes in black. In 1979 it was the shoe of choice among professional handball players; today the classic is a celebrated streetwear favorite. This version features an upper made of soft nubuck leather. For the authentic vintage vibe, the soft natural rubber outsole is naturally included.",95.9,1622656381,221
3797571274,NIKE,NIKE Squad Crew Socks (010),"Create sporty looks even in your free time and everyday life with this sweat-wicking black model. The Nike sports sock is the right choice. It is comfortable, elastic and lightweight. A great model from the globally successful sportswear manufacturer founded in 1971, recognizable by the Swoosh. Product details: - Features: lightweight, comfortable, elastic - Material: 67% nylon, 23% cotton, 6% polyester, 4% elastane Item number: SK0030-010 Color: Black",5.97,3120778611,184
2118343045,,"Sliding panel 'Scherli', loop tape, wool-white 245 x 60 cm","Beautiful modern sliding curtain made of transparent voile with an attractive Scherli wave pattern. With the supplied panel carrier including an aluminum clamping strip, you can mount the sliding curtain very easily. The sides are laser-cut — this prevents fraying — and it is made of 100% polyester.",38.95,1257924385,241
1487880547,Bell Helme,"Bell Custom 500 DLX Streak Jet Helmet, black-gold, Size XL","* Low-profile fiberglass composite shell construction * Multi-layer EPS lining with varying densities * 5 specific shell sizes for a low-profile look and customized fit | Item: Bell Custom 500 DLX Streak Jet Helmet, black-gold, Size XL",160.99034,1913248983,248
4897654827,ASICS,Asics Gel-Kayano 29 Women's Running Shoes - Pink - 7,Asics Gel-Kayano 29 Women's Running Shoes - Pink - 7,118.99,4000562923,255
1592249119,YVES SAINT LAURENT,YVES SAINT LAURENT - Rouge Volupté Shine Lipstick - The Oil-in-Stick Lipstick - N°46 Orange Perfecto (4.5 g),"You can rely on Rouge Volupté Shine in any situation: the iconic oil-in-stick lipstick from Yves Saint Laurent combines soft color with heavenly wearing comfort and soothing care. Six sensuous oils provide long-lasting moisture to the lips. Four new spring shades — inspired by the radiant glow of metropolises — expand the iconic ROUGE VOLUPTÉ SHINE lipstick collection: N°57 ROUGE SPENCER - a powerful, vibrant pink-red, N°58 ORANGE TOURNON - an energetic, captivating orange, N°59 FUCHSIA JUMPSUIT - a rebellious, pop pink and N°60 ROSE MARCEAU - a fresh, luminous coral-pink. Contents: 4 ml",29.95,803771084,264
4099060832,Nike,NIKE Squad Crew sports socks Unisex white/black 46-50,"The NIKE Squad Crew sports socks combine sweat-wicking material with targeted cushioning to deliver high-performance wearing comfort during competition. Product details: Sweat-wicking material for dry comfort; Cushioning in high-stress areas increases durability; Material: 88% polyester, 9% cotton, 3% elastane; Machine washable.",7.99,2761658153,275
3797577168,Nike,"Nike, Squad, Mid-Length Socks, Unisex Adult, Black-White, 46-50 EU (XL)",Breathable fabric for comfort and dry skin. Cushioning in areas that are subject to the greatest wear. 88% polyester / 9% cotton / 3% spandex. Machine washable.,6.76,3003303751,284
3845755569,Nike,"Nike Squad team socks, White/Black, M",Hand wash. Fabric type: 88 percent polyester; 9 percent cotton; 3 percent elastane. Package size: 3.2 L x 21.0 H x 9.7 W (cm). Dynamic plantar support. Moisture-wicking fabric. Breathability,13.41,2761658531,41
1639155385,Kneer,"Fitted sheet »Exclusive-Stretch«, (1 pc.), optimal fit, sheet, 15383662-0 green W/L: 180-200 cm x 200-220 cm (1 pc.)","With the Exclusive-Stretch fitted sheet you are purchasing an absolute top product. Thanks to the yarn combination of 95% cotton and 5% elastane, as well as the particularly high-quality finishing, the fitted sheet has an exceptionally silky-shiny and smooth surface. The extremely stretch- and hard-wearing Exclusive-Stretch fitted sheet is also suitable for very high mattresses, box-spring beds and waterbeds up to a height of 40 cm. Its clever construction with rounded corners and a concealed all-around elastic provides a perfect fit on the mattress.",107.94,1324744550,296
1512564701,adidas,"adidas handball shoe ""Spezial Boost"" for men, blue/white, 44 2/3","adidas shoes blue suede. The legendary Spezial first appeared on professional players in the late '70s; today its 40th anniversary is celebrated with a Boost update. The handball shoe, just like the original, features clean suede, while the responsive cushioning provides a comfortable feel. In addition, the particularly grippy outsole enables quick changes of direction.",120.0,1645426542,300
2060575805,adidas,adidas Handball Spezial Sneaker black 44 2/3 EU,"Style: Retro, Sport | Cut: low/low-cut, narrow | Heel type: flat | Closure: lace-up | Insole: cushioned, textile | Outsole: slip-resistant, rubber/synthetic | Outer sole: shock-absorbing plastic | Opening: padded | Toe: round, soft toe box | Heel: logo heel tab, reinforced | Pattern: multicolored | Upper material: leather, suede | Lining: textile/synthetic | Sport: handball",68.9,1511483122,171
3993258388,Bibliographisches Institut,My Learning Memo with Raven Linus - Syllables | Dorothee Raab | Game | German | 2019,My Learning Memo with Raven Linus - Syllables | Dorothee Raab | Game | German | 2019,10.49,2721550319,18
2118343024,,SLIDING PANEL CURTAIN DECORATIVE FABRIC DIGITAL PRINT BENARI PETROL 245 X 60 CM,"This sliding panel curtain with the digital photo print ""BENARI"" creates a great effect on your windows thanks to its photorealistic motif. The sliding panel was digitally printed to show its brilliance on the dense decorative fabric with a silk look and subtle effects. The edges were cut using a special laser technique. Includes panel carrier with rollers and x-gliders for all common curtain rails. The high-quality aluminium clamp rail allows you to shorten the sliding panel to any desired height. Material: 100% polyester. This sliding panel curtain can be combined very well with other sliding curtains.",37.95,1285123046,100
1487880545,Bell Helme,"Bell Custom 500 DLX Streak Jet Helmet, black-gold, size M","* Low-profile fiberglass composite shell construction * Multi-layer EPS lining with varying densities * 5 specific shell sizes for a low-profile look and individualized fit | Item: Bell Custom 500 DLX Streak Jet Helmet, black-gold, size M",160.99034,1913248983,248
4093010754,BIEDERLACK,"Bedspread Plaid / Blanket Uno Cotton camel 220 x 240 cm, BIEDERLACK","Material Material composition, 100% of the composition can be found in the description, Material, 100% of the composition can be found in the description,",89.9,1377073738,175
1316806291,Playmobil,"PLAYMOBIL 70370 Girls Figures (Series 18), ages 5+","24 surprise bags with PLAYMOBIL figures in individual parts! For assembling, collecting or mixing heads, torsos, legs and many other parts! Disassemble again - recombine differently - endless play fun, new every day! Figure set for children ages 5 and up: Optimal for children's hands thanks to age-appropriate size and pleasant feel with rounded edges. Suitable for daily play: assembly instructions to do together with parents, high-quality and robust design, parts can be cleaned (without stickers) under running water without chemicals. Contents: 1 surprise figure. Manufacturer: Playmobil",1.99,1721487200,323
1701333915,BeCo,"Comfort foam mattresses, 101-120 kg, 7 zones, 1x 140x200 cm, ""Royal Duo KS"", BeCo",1x 140x200 cm. Special orthopedic mattress core contour. Approx. 21 cm high comfort foam mattress. With 7 sleeping zones. Supports nightly spinal extension. With soft shoulder relief.,299.99,1739985306,2
1374772550,BeCo,"Beco comfort foam mattress »Royal Duo KS«, 160x200 cm, firmness level 3, 81-100 kg, height approx. 21 cm, white",Special orthopedic mattress core contour. Approx. 21 cm high comfort foam mattress. With 7 sleeping zones. Supports nighttime spinal extension. With soft shoulder relief system. Color,314.99,1739984796,339
2062991492,Fein,"Fein compact angle grinder Ø 125 mm wsg 15-125 pq / 1,500 W",Manufacturer: Fein & - Manufacturer code: 72217960000,199.63,477408105,352
1497890852,Home Wohnideen,Home Wohnideen Sliding Curtain Orick White/Turquoise 60x245 cm (W×H) Polyester,Width: 60 cm<br>Height: 245 cm<br>Weight: 0.4 kg,46.99,1538167624,75
1709874755,Creatable,"CreaTable combination set ""Bella Casa Aqua"" (16-piece) earthenware","CreaTable combination set ""Bella Casa Aqua"", 16-piece made of high-quality earthenware in a contemporary coupe shape. The tableware is presented in a ""handmade decor"" with a hand-painted spiral and a reactive outer band in a vintage look. ""Handmade"" also means that the plates may vary in shape, glaze and coloring. This is not a reason for complaint, but intentional and supports the vintage character of this series. Four trendy blue shades in the set: aquamarine blue, light blue, medium blue, dark blue. Color: aqua blue - light blue - medium blue - dark blue",59.99,1970396950,216
1415604956,Home Fashion,Home Fashion 86914-703 Panel curtain digital print Bristol/decorative fabric 245 x 60 cm,"Panel curtain made of opaque decorative fabric, digitally printed. Can be shortened to any desired height. Includes panel carrier with complete accessories - simply hang and you're done! Finished with a high-quality aluminium clamping strip. Includes assembly instructions. Material: 100% polyester, packed in a tube.",34.9,1027555333,358
2118343114,,SLIDING PANEL DECORATIVE FABRIC DIGITAL PRINT RAWLINS LILAC 245 X 60 CM,"This sliding panel with the digital photo print ""RAWLINS"" creates a great effect on your windows thanks to the photorealistic motif. The sliding panel was digitally printed, showing brilliant results on the dense decorative fabric with a silk look and subtle effects. The edges were cut using special laser technology. Includes panel carrier with small rollers and x-gliders for all common curtain tracks. The high-quality aluminium clamping bar allows you to shorten the sliding panel to any desired height. Material: 100% polyester. This sliding panel combines very well with other sliding curtains.",39.99,1012832077,99
2059500447,Adidas,Adidas HB Spezial Boost UK 10 royal/white/gold,"The Adidas HB SPEZIAL Boost with a soft suede upper is a tribute to a design classic. The legendary Spezial, first worn by elite players in the late 1970s, celebrates its 40th anniversary with a performance-enhancing upgrade. The Spezial Boost handball shoe from Adidas retains the sleek silhouette and suede finish of its sporty predecessor and adds a layer of responsive cushioning for comfortable entry. Outsole with high traction provides the perfect platform for split-second movements. Upper: Suede for increased comfort and stability. Footbed for maximum comfort. Internal textile lining. Responsive Boost cushioning midsole. Padded heel area for high wearing comfort and optimal cushioning. Forefoot area ensures a dynamic and comfortable roll-off vo...",98.45,1645426542,300
1854625863,Goodyear,Goodyear Eagle F1 Supersport R XL FP 275/25 R21 92Y,Exceptional grip and steering precision in dry conditions on the road and racetrack. - Outstanding dry performance with - Exceptional handling on dry surfaces - Ultimate steering precision - Superior stability at high speeds Benefits Optimized tire contour for better pressure distribution in the contact patch - Ultimate steering precision Compound equipped with traction resins for better grip - Exceptional grip on dry surfaces Increased cornering stability - Connecting bridges in the first tread groove provide lateral stability Superior high-speed stability - Cap plies keep the tire in shape even at high speeds / under centrifugal forces,448.69,1626693599,206
4999204993,Birkenstock Professional,"Clog 'Boston ESD', size 40, white, shoes, 18788017-40","Birkenstock Professional Clog 'Boston ESD', Birkenstock Professional, shoes",99.99,3615316947,376
2070010942,adidas,"ADIDAS ORIGINALS Men's sneaker 'Handball Spezial' black / white, Size 11, 4116480","Pattern: Solid color; Design: 7-eyelet lacing, profile sole, reinforced heel, contrasting inserts; Material: Leather; Toe: Round cap; Material: Suede leather; Closure type: Lace-up; Extras: Padded collar, supple feel, label print, cushioning, tone-on-tone stitching; Sustainability certifications: Leather Working Group; Heel height: Flat heel (0-3 cm)",99.9,1622656381,221
