id,brand,title,description,price,priceCurrency,cluster_id,label,unseen
64888074,,ROG Strix X570-F Gaming Socket AM4 ATX AMD X570,"Processor manufacturer: AMDCompatible processor series: AMD Ryzen 3 3rd Gen, 2nd Generation AMD Ryzen? 3, 2nd Generation AMD Ryzen? 5, 3rd Generation AMD Ryzen 5, 2nd Generation AMD Ryzen? 7, 3rd Generation AMD Ryzen 7, 3rd Generation AMD Ryzen 9Maximum number of SMP processors: 1Processor socket: Socket AM4Maximum resolution: 4096 x 2160 pixelsParallel processing technology support: 2-Way SLI, 3-Way CrossFireX, 2-Way CrossFireXMotherboard chipset: AMD X570Audio chip: SupremeFX S1220AAudio output channels: 7.1 channelsMotherboard form factor: ATXMotherboard chipset family: AMDComponent for: PCWindows operating systems supported: Windows 10 Education x64, Windows 10 Enterprise x64, Windows 10 Home x64, Windows 10 Pro x64, Windows 10 x64Maximum internal memory: 128 GBUnbuffered memory: YMemory channels: Dual-channelSupported memory types: DDR4-SDRAMNumber of memory slots: 4Memory slots type: DIMMWidth: 305 mmDepth: 244 mmLAN controller: Intel? I211-ATWake-on-LAN ready: YWi-Fi: NEthernet LAN: YEthernet interface type: Gigabit EthernetUSB 2.0 connectors: 2USB 3.2 Gen 1 (3.1 Gen 1) connectors: 1Number of SATA III connectors: 8Front panel audio connector: YATX Power connector (24-pin): YCPU fan connector: YNumber of chassis fan connectors: 2Front panel connector: YTPM connector: YNumber of EATX power connectors: 1USB 3.2 Gen 2 (3.1 Gen 2) connectors: 1RGB LED pin header: Y12V power connector: YBIOS type: UEFI AMIBIOS memory size: 256 MbitACPI version: 6.2Clear CMOS jumper: YSystem Management BIOS (SMBIOS) version: 3.2Cables included: SATADrivers included: YSupported storage drive interfaces: Serial ATA IIIRAID levels: 0, 1, 10S/PDIF out port: YDisplayPorts quantity: 1DisplayPort version: 1.2Ethernet LAN (RJ-45) ports: 1Digital audio optical out: 1USB 3.2 Gen 1 (3.1 Gen 1) Type-A ports quantity: 5, 4USB 3.2 Gen 2 (3.1 Gen 2) Type-A ports quantity: 3HDMI ports quantity: 1USB 3.2 Gen 2 (3.1 Gen 2) Type-C ports quantity: 1HDMI version: 2.0bNumber of M.2 (M) slots: 2Quick installation guide: Y",2768.50,DKK,80156,80156,False
43443246,RAM,UNPKG RAM DBL SOCKET ARM B BALL A LENGTH,,22.00,EUR,394619,394619,False
84771715,,Length double socket arm- RAM,"The RAM-B-201U-A, short double socket arm, has a socket at both ends that accommodates 1"" ball bases. RAM socket technology allows for almost infinite adjustment and perfect viewing angles.","10,83 ",EUR,394619,394619,False
80240194,,Kingston 32GB SDS2 Canvas Select Plus SD card Class10 UHS-I Flash Memory 80MB/s Read 10MB/s Write Full HD Photo Video Camera Waterproof Shock Proof,"Kingston 32GB SDS2 Canvas Select Plus SD card Class10 UHS-I Flash Memory 80MB/s Read 10MB/s Write Full HD Photo Video Camera Waterproof Shock Proofapacities232 GBPerformance1100 MB/s Read (32 GB-64 GB)Dimensions24 mm x 32 mm x 2.1 mmFormatFAT32 (32 GB), exFAT (64 GB-512 GB)Operating temperature-25 ¡ãC~85 ¡ãCStorage temperature-40 ¡ãC~85 ¡ãCVoltage3.3 VWarranty/support3 YearsKingston 32GB SDS2 Canvas Select Plus SD card Class10 UHS-I Flash Memory 80MB/s Read 10MB/s Write Full HD Photo Video Camera Waterproof Shock ProofWarranty: 12 months Size: 24x32x21 mm Weight: 0.1 Kg",17.08,AUD,1980656,1980656,False
31517280,Kingston,Kingston 4GB DDR3 1866MHz HyperX Fury Black Series,"DDR3, 4GB, 1866MHz, CL10",8829.04,HUF,1877306,1877306,False
54637257,,"SIGMA35mm/1.4 DG HSM | ART [Canon EF-mount]E67>  80,- cashback (geldig t/m 30 september 2020)",,,,704991,704991,False
42030416,,"LaCie Rugged IP54 2TB 2.5"" HDD Thunderbolt3 & /USB3.1 Type C w/integrated cable",,209,EUR,114602,114602,False
89749927,,Fujifilm 16531958 instant picture film 54 x 86 mm 10 pc(s),This single pack of FUJIFILM INSTAX Mini Monochrome Instant Film contains 10 sheets of instant black & white film that is compatible for use with the FUJIFILM INSTAX Mini series of cameras or INSTAX SHARE printers. This film features neutral gray tonality and normal contrast with natural shadow and highlight response when used under daylight or electronic flash lighting conditions. A refined grain structure provides high image sharpness and clarity as well as a versatile ISO 800 film speed for use with a wide variety of subjects. Each sheet of film produces a 2.4 x 1.8 glossy image area that is surrounded by a simple white border. Quick instant developing is possible when working in temperatures between 41-104?F. Product Feature? For FUJIFILM INSTAX Mini Cameras? Credit Card-Sized Prints? ISO 800/30?? Daylight-Balanced Film? Glossy Surface Type? Neutral Tonality and Normal Contrast? Excellent Sharpness and Grain StructureFeaturesColour of productWhiteISO sensitivity800,17.12,GBP,165928,165928,False
14864012,,MICRO SD - 128GB CLASS10 + ADATTATORE - KINGSTON SDCS/128GB,MICRO SD - 128GB CLASS10 + ADATTATORE - KINGSTON SDCS/128GB,23.90,EUR,854253,854253,False
68284224,,"RAM Composite Short Double Socket Arm for 1"" Balls","The RAP-B-201U-A, short double socket arm, has a socket at both ends that accommodates 1"" ball bases. This socket technology allows for almost infinite adjustment and perfect viewing angles.(This product does not include single spring)SpecificationsDimensions:Overall Length: 2.38""Socket-To-Socket Length: 2""Material: High Strength CompositeBall: B size 1"" rubberAccessoriesCompatibilityRelated ItemsNotesNote: The ""U"" in the part number reflects product packaged in poly bag.InstructionsVideos Warranty RAM Warranty",1.595E1,AUD,3656260,3656260,False
1901504,Hydro Flask,Hydro Flask Wide Mouth Drink Bottle - 946ml Hibiscus Flex Cap,Hydro Flask Wide Mouth Drink Bottle 946ml Hibiscus Flex Cap Available now for fast delivery. Same day dispatch. Free Shipping available. Lowest prices guaranteed.,64.00,AUD,929657,929657,False
43224065,,Seamaster Planet Ocean 600M Omega Co?Axial Master Chronometer 45.5 mm,,87600,SEK,27649829,27649829,False
66020255,,Omega Seamaster 215.30.46.51.03.001,,,,2193117,2193117,False
53299737,,"Johnnie Walker Blue Label Premium Scotch Whisky 40% vol. 0,7l",,155.82,EUR,56750,56750,False
89002970,,"Kingston HX316C10FK2/8 (DDR3, 2x 4 Gb, 1600 , CL10-10-10, DIMM)",,3630,RUB,288081,288081,False
52216082,Samsung,Samsung 970 EVO PLUS 2TB M.2 PCIe High Performance NVMe SSD/Solid State Drive,"2TB Samsung 970 EVO Plus, M.2 (2280) PCIe 3.0 (x4), NVMe SSD, MLC V-NAND, 3500MB/s Read, 3300MB/s Write, 620k/560k IOPS",388.99,GBP,1365371,1365371,False
23220008,,Samsung 970 EVO Plus Series 500GB PCIe NVMe-M.2 Internal SSD,Samsung 970 EVO Plus Series 500GB PCIe NVMe-M.2 Internal SSD,205.99,CAD,416703,416703,False
20148664,,Sigma ART 50mm f/1.4 DG HSM Lens for Canon,,1099.99,CAD,75956,75956,False
43900336,,"Kingston HyperX FURY schwarz DIMM Kit 8GB, DDR3-1600, CL10",CL10,41.44,EUR,702149,702149,False
75937316,,Cruzer Force USB flash drive 16 GB USB Type-A 2.0 Chrome,Product colour: ChromeForm factor: CapHousing material: MetalSecurity algorithms: 128-bit AESFingerprint reader: NPassword protection: YPIN-secured access: NOperating temperature (T-T): 0 - 45 ¡ãCStorage temperature (T-T): -10 - 70 ¡ãCWidth: 34.4 mmDepth: 12 mmHeight: 7.4 mmDevice interface: USB Type-AWindows operating systems supported: YMac operating systems supported: YMac compatibility: YUSB version: 2.0Plug and Play: YCapacity: 16 GB,57.00,DKK,199603,199603,False
16319132,,Sigma 35mm f/1.4 DG HSM Art Lens Canon,67mm Filter Size f/1.4 Aperture N/A Stabilized Canon EF Mount FIRMWARE UPDATE via Sigma Optimization Pro* The Sigma 35mm 1.4 DG HSM is a state of the art lens designed for full frame cameras but can also be used with APS-C sensors as well. The first addition to the Art...,699.00,USD,704991,704991,False
37805233,,USB 3.0 FLASH DRIVE 32GB SANDISK,,12.99,EUR,292826,292826,False
18451047,,SANDISK 32GB CZ73 ULTRA FLAIR USB3.0 FLASH DRIVE-WRTY 5YRS W/DISTRIBUTOR,Warranty : 5 Years with Local Distributor - Convergent,8.50,SGD,292826,292826,False
33760207,FUJIFILM,Fujifilm Instax Square Film (Plain 10's x2),For FUJIFILM INSTAX SQUARE CamerasBlack Frame BordersColorful Star-Like Pattern2.4 x 2.4,90.0,MYR,300521,300521,False
13469096,,"8ch, PoC, Hikvision DVR, up to 4MP TVI camera supported","8ch DVR, up to 4MP cameras supported(TVI/AHD, 2MP max for CVI) Power over Coax (PoC) model, allows the cameras to be powered by the DVR along the coax, no power pair required. Can be used with CAT5/6 UTP cable when used with our PoC video Baluns (product code - BAL01P-POC) Auto-detects whether the camera is PoC or not. Support HDTVI/AHD/CVI/CVBS/IP video input 1080p and 4MP Lite resolution recording Supported @12fps H.265 Pro+/H.265 Pro/H.265 video compression Up to 12 x cameras supported, 8 x HD-analogue + 4 x IP or up to 12 x IP Up to 10 TB capacity per HDD, 2 x HDD supported 1 x Audio input supported 4ch Line crossing supported Dimensions (W ¡Á D ¡Á H), 380 ¡Á 320 ¡Á 48 mm",114.00,GBP,28399,28399,False
60131715,Samsung,Samsung Solid State Drive 970 EVO Plus NVMe M.2 500GB - MZ-V7S500B/AM,"Featuring Samsung's latest V-NAND technology and a newly enhanced Phoenix controller, Samsung 970 EVO Plus Series NVMe M.2 SSDs deliver outstanding performance in Non-Volatile Memory Express (NVMe), with exceptionally fast sequential speeds outperforming",,,416703,416703,False
22638951,,HyperX Fury Blue 4GB [1x4GB 1600MHz DDR3 CL10 DIMM],,1.099E2,PLN,836466,836466,False
8122688,,Sigma 105mm f1.4 DG HSM ART lens for Canon EOS,,1229.00,,2161920,2161920,False
77697394,,RAM? Double Socket Arm C Ball B Length,"C Size 1.5"" Rubber BallCapacity: up to 1.8 kgPowder Coated Marine Grade Aluminum",28,EUR,93315,93315,False
28089276,Hydro Flask,Hydro Flask Standard Mouth Drink Bottle - 621ml Black Flex Cap,Hydro Flask Standard Mouth Drink Bottle 621ml Black Flex Cap Available now for fast delivery. Same day dispatch. Free Shipping available. Lowest prices guaranteed.,49.00,AUD,1558854,1558854,False
74155521,,Asus GeForce RTX 2060 Super Turbo Evo 8GB GDDR6 2*HDMI/2*DP PCi Ex 3.0 16x,Asus GeForce RTX 2060 Super Turbo Evo 8GB GDDR6 2*HDMI/2*DP PCi Ex 3.0 16x,491.00,EUR,320546,320546,False
52086898,RAM,RAM Long Double Clamp for B Size(RAM-B-201U-C),"RAM? Long Length Double Socket Arm for B Size 1"" BallsProvides an extended reach with an overall length of 6"" and a socket-to-socket length of 5.31""Attaches to any B size RAM? ball component, including mounting bases and device holders; double ball and socket technology allows for near-infinite adjustability of your RAM? mounting systemMade of powder-coated, marine-grade aluminum for durability and reliability in the most demanding environmentsBacked by a lifetime warrantyThe RAM-B-201U-C consists of a long double socket arm that accommodates 1"" B size ball bases, device holders, and adapters. With an overall length 6"",this is the longest B size RAM? double socket arm size and adds more reach to your favorite mounting solution. The easy to adjust knob allows fornear-infinite adjustability for your connected device.The standard clamp is RAM-B-201 (RAM-B-201).",33.00,AUD,1366684,1366684,False
85704324,,0000128899| Sigma 50mm f/1.4 DG HSM Art for Nikon,0000128899| Sigma 50mm f/1.4 DG HSM Art for Nikon,"1,288.99",AUD,393711,393711,False
71348936,HYDRO FLASK,HYDRO FLASK HYDRO FLASK 32OZ WIDE MOUTH BOTTLE-SUNFLOWER,"Big enough for a whole day on the river or trails, the Hydro Flask 32 oz Wide Mouth Bottle is made with professional-grade stainless steel and a wider opening for faster fill. The Color Last? powder coat is dishwasher safe for even more convenience. Cold",44.95,USD,489587,489587,False
78253269,,Ladies Daniel Wellington Sheffield Rose 36mm Watch DW00100036,Daniel Wellington Sheffield Rose 36mm DW00100036 is an incredible attractive Ladies watch. Material of the case is PVD rose plating and the Cream dial gives the watch that unique look. 30 metres water resistancy will protect the watch and allows it to be worn in scenarios where it is likely to be splashed but not immersed in water. It can be worn while washing your hands and will be fine in rain. The watch is shipped with an original box and a guarantee from the manufacturer.,149.00,GBP,48610,48610,False
6214990,,"RAM 6"" Double Socket Arm for 1"" Ball Bases","The RAM-B-201U-C RAM 6"" Double Socket Arm for 1"" Ball Bases from the RAM Mount Arms range is professionally powder coated with marine grade aluminum. It is built with a socket at either end, allowing for ball bases approximately 1¡±. The ball and socket connection can easily be pivoted with a spring within the arm that releases each of the end sockets, allowing for maximum adjustment potential.",$17.40 (AUD),AUD,1366684,1366684,False
86862565,,Pendrive Sandisk Cruzer Force 16 GB - SDCZ71-016G-B35,,21.90,PLN,199603,199603,False
75776258,,Blaze 40-Inch Grill Cart For Traditional/LTE Gas Grills,"Blaze Grill Cart For 40-Inch Traditional/LTE Gas GrillsThis Blaze stainless steel grill cart is specifically designed to house the Blaze 40-Inch 5 burner gas grill. The two stainless steel side shelves keep your BBQ tools at hand and provide a convenient work area while you cook.The Blaze grill cart also features two front doors with rounded handles to access the cabinet below the grill where you can store your propane tank, grill cover, and BBQ accessories.GRILL OVERVIEWStainless steel construction is durable in outdoor conditionsAdds practical storage for your BBQ accessories2 side shelves provide a convenient work area while grilling4 heavy duty casters allow you to reposition the grill as neededHolds BLZ-5-NG/LP and BLZ-5LTE2-NG/LP grill modelsSpecifications: Configuration: On Cart Size: 40 Inches Exterior Material: Stainless Steel Work Area: Yes Number of Side Shelves: 2 On Wheels: Yes Dimensions: 35 1/2¡å H x 63 3/8¡å W x 22 1/8¡å D Warranty: LifetimeAdditional Dimensions:Cart without Shelves - 35 5/8"" H x 41 3/8"" W x 22"" DSingle Shelf Dimensions - 11"" W x 22"" DPhysical Door Opening - 18 1/2 "" H x 36 1/8"" WBlaze Grill Cart For 40-Inch Traditional/LTE Gas Grills Installation ManualLifetime warranty to the original owner against defects in manufacturing and workmanship. This warranty extends to the original purchaser against manufacture defects for products purchased for ordinary single-family home use.",514.99,USD,4325250,4325250,False
5089485,Sigma,Sigma 105mm f1.4 DG HSM I Art Lens- Canon fit,"105mm F1.4 DG HSM | ATHE ¡°BOKEH MASTER¡±Category:Lenses, Telephoto Lenses, USB Dock CompatibleClass:ArtTypical Photography:Creative, Wedding & Events, Portrait, Sports & Action, SpecialtyOptical system delivering unsurpassed F1.4 performanceExceptional peripheral brightnessDust and splash-proof structureCompatible with full-frame Sony E-mount camerasCompatible with Canon Lens Aberration Correction",965.83,GBP,2161920,2161920,False
94788371,,Instax Mini Rainbow Film 10 Pack,Brighten the place up with this pack of rainbow coloured film! Top tip: one of these would look fab in our Instax Mini Acrylic Photo Block!Includes pack of 10 shots,14.99,GBP,1374090,1374090,False
98589662,SIGMA,Sigma 35mm f/1.4 DG HSM Art Lens for Nikon DSLR Cameras,"Aperture Range: f/1.4-16Hyper Sonic Motor (HSM)Floating Internal Focus SystemMinimum Focusing Distance: 11.8¡åAnti-Flare Super Multi-Layer CoatingSpecial & ¡°F¡± Low Dispersion ElementsFront Filter Thread Diameter: 67mm9x Circular Aperture BladesCompatible with Sigma USB DockSigma 35mm f/1.4 overviewThe 35mm f/1.4 DG HSM Art Lens for Nikon DSLR Cameras from Sigma is the first entry into Sigma's Art series of professional lenses, with an emphasis on artistic expression and the creative potential of the lens. With a bright f/1.4 maximum aperture, floating inner focusing system, and Hyper Sonic Motor (HSM) you'll have quick and accurate control over the artistic effects achieved by the lens' high quality elements.For wide angle photography, this 35mm lens and its circular 9-bladed f/1.4 aperture ensure excellent brightness and blurred background (bokeh) effects. The Super Multi-Layer Coating reduces flare and ghosting and provides sharp and high contrast images even in backlit conditions.The lens' Hyper Sonic Motor (HSM) and floating inner focusing system ensure that you experience quick, quiet and precise autofocusing whenever you need it. Adjust focus using either autofocus (AF), or full-time manual focus, without having to switch camera modes or change settings - just flick the switch from AF to MF.For greater build quality and strength, all metallic parts and the new Thermally Stable Composite compound material (TSC), are housed internally. Its brass made bayonet mount has both high accuracy and durability, and a special treatment is applied to its surface giving it greater strength and making it highly resistant to long-term daily use.Aperture Range: f/1.4-16With a bright maximum aperture of f/1.4 this lens allows you to capture images with beautiful defocused background bokeh effects in darker conditions - using faster shutter speeds and lower ISO sensitivities.Hyper Sonic Motor (HSM)This lens' motor is driven by ultrasonic waves to provide quiet, high speed autofocus. This Hyper Sonic Motor (HSM) ensures high speed and quiet AF as well as full-time manual focus override by rotating the focus ring.Floating Internal Focus SystemFor stable focusing, this lens moves its inner lens groups without changing the lens length. It also compensates for astigmatic aberration and provides extremely high optical performance for close-up photos.Minimum Focusing Distance: 11.8""This lens has a minimum focusing distance of 11.8"" so you can capture wide-angle close-ups from nearly a foot away.Anti-Flare Super Multi-Layer CoatingThis lens' coatings reduce lens flare, internal reflections and light scattering that can occur between the surfaces of its glass elements.USB Dock & SIGMA Optimization Pro SoftwareBecause of its redesigned series of lenses, Sigma developed proprietary software (SIGMA Optimization Pro) and an optional USB docking system that allows you to update the lens' firmware and adjust its parameters such as focus. The 35mm f/1.4 DG HSM A1 Lens is compatible with the USB Dock.Special & ""F"" Low Dispersion ElementsThis lens incorporates ""F"" Low Dispersion (FLD) glass elements, which have performance equal to that of fluorite, and Special Low Dispersion (SLD) glass elements. By optimizing the power alignment of the lens, chromatic aberration has been corrected, achieving high image quality through the entire focusing range.DG Lens for Digital & 35mm Film SLRsThis is a large-aperture lens with wide angles and a short minimum focusing distance. Because of its great peripheral illumination, or lack of vignetting, it is an ideal lens for DSLR Cameras and traditional 35mm SLRs alike.Sigma's Artistic A-Series LensSigma has organized all of its interchangeable lenses into three product lines: Contemporary, Art and Sports. The Art line delivers high-level artistic quality with a focus on sophisticated optical performance and abundant expressive power. The SIGMA 35mm f/1.4 DG HSM is the first lens from the Art line. Developed with an emphasis on artistic touch, Sigma's Art line lenses are designed to meet the expectations of users who value a creative, dramatic outcome above compactness and multifunction.Front Filter Thread Diameter: 67mmThe 67mm front filter thread is fixed, allowing rotating polarizing filters to be used with the lens.9x Circular Aperture BladesWith nine circular blades, the lens' diaphragm delivers very pleasant, soft bokeh background effects.Brass Bayonet MountThis lens incorporates a brass made bayonet mount which has both high accuracy and durability. A special treatment to reinforce it is applied to the surface, giving it greater strength and making it highly durable for long-term use.Ease Of UseFor better usability, the designs of the lens cap and AF/MF switch have been improved, as well as the rubberized lens hood attachment. In order to ensure accuracy and precision, all metallic parts and the new Thermally Stable Composite material are housed internally.Quality Control & Sigma's MTF ""A1"" Measuring SystemSigma used to measure lens performance with the standard MTF (modulation transfer function) measuring system, using conventional sensors. However, they have since developed a proprietary MTF measuring system - dubbed ""A1"" - using 46MP resolution Foveon direct image sensors. Previously undetectable high-frequency details are now within the scope of their quality control inspections.",0.0,USD,900968,900968,False
25830913,,RAM HyperX Fury Black DDR3 1600MHz 2 x 4Go,MEM D3 1600 8G 2x4G *HyperX Fury Black* HX316C10FBK2/8 *0420,71.28,EUR,702149,702149,False
65140446,Hiper X,Memoria RAM CL10 Kingston HyperX Fury 4GB 1866 MHz [HX318C10FB/4],QP-P01-280319,359.00,GTQ,1877306,1877306,False
7900674,Sigma,Sigma 50mm f1.4 DG HSM Art Nikon Fit Lens,"The Sigma 50mm f1.4 DG HSM A Nikon fit is a high-performance, large aperture lens that joins the Art line within Sigma's Global Vision series, ideally suited for creative and artistic applications for photo and video use. Designed with a focus on sophisticated optical performance, this fast standard-length prime employs Special Low Dispersion (SLD) glass and Sigma's Hyper Sonic Motor (HSM) system to achieve fast, silent AF and the highest resolution in the focus point and exceptional rendering performance, even near the edge of the image. Furthermore, the lens firmware and adjustment parameters such as focus can be updated with the use of the Sigma USB Dock (available separately)",569.00,GBP,393711,393711,False
34826703,,AF-S 24¨C85mm F/3.5¨C4.5G ED VR,A high quality G-type standard zoom lens.,999.00,BAM,21809,21809,False
34146981,,Garmin fenix 5S Plus - Silver with black band,,4.5E2,EUR,23040,23040,False
36658258,SAMSUNG ELECTRONICS GMBH,M.2 1TB Samsung 970 EVO NVMe PCIe 3.0 x 4 retail,read/write: 3400/2500MLC,,,106914,106914,False
71514700,Kingston,Kingston Canvas Select 64GB microSD k¨¢rtya,,6990,,53163,53163,False
29316472,,Ubiquiti UniFi AC High Density 5-pack UAP-AC-HD-5 Ubiquiti,,1219.00,EUR,980563,980563,False
61102697,,HyperX Fury Black Series 4GB DDR3 1600MHz CL10 DIMM Memory,HyperX Fury Black Series 4GB DDR3 1600MHz CL10 DIMM Memory,19.93,GBP,1824443,1824443,False
41834837,,32 Oz Wide Mouth With Flex Cap W32BTS650,32 Oz Wide Mouth With Flex Cap W32BTS650Product DescriptionBrand : Hydro FlaskStyle# : W32BTS650Product Type : Water BottleColor : HibiscusVolume : 32 oz,44.95,USD,929657,929657,False
13129556,,Nikon AF-S 24-85mm f3.5-4.5 G ED VR,"Perfect for FX format Nikon DSLRs, this Nikon 24-85mm f3.5-4.5 G ED VR lens is extremely flexible and useful for a big range of uses. Starting at a very wide 24mm this lens can easily be used for landscapes and group shots and with its 3.6X optical zoom taking you out to 85mm you can carry it to capture your portraits and everything in between. With a brilliant build and optical construction as well as a very respectable aperture range the Nikon 24-85mm is a very versatile high-performance everyday lens.3.6X Zoom rangeFast f3.5-4.5 max apertureVR Stabiliser ¨C Great for hand-held shootingFast and quiet ¡®SWM¡¯ AF motorAspherical elements & ED GlassView The Full Tech Sheet HERE",799.95,AUD,21809,21809,False
67877800,,32 oz. Wide Mouth Flex Cap,-Ideal size for all-day hydration-Fits most backcountry water filters-TempShield? insulation keeps beverages cold up to 24 hours and hot up to 12 hours-Durable 18/8 Pro-Grade Stainless Steel construction-Hydroflask's Wide Mouth refresh features a stainless-steel collar and curved radius at the bottom edge for an updated look-BPA-Free and Phthalate-Free-Dishwasher safe-Compatible with our Hydro Flip? Lid and Wide Mouth Straw Lid-Registered R has been removed on logo and wordmark-Lifetime Warranty,44.95,USD,489587,489587,False
32932210,,DDR3 HyperX Fury Black - 4 Go 1600 MHz CAS 10,M¨¦moire DDR3 - PC-12800 - Low-Profile,28.99,EUR,1824443,1824443,False
24300732,,Ubiquiti UniFi AC In-Wall 5-pack UAP-AC-IW-5 Ubiquiti,,410.00,EUR,1610496,1610496,False
54954273,Fujifilm,Fujifilm Instax Square Film for SQ10 Hybrid Cameras 20 Shot Pack,"EXTRA VALUE 2x 10 Shot Packs (giving you 20 shots in total). FRESH UK STOCKS AND LONG DATED. Fujifilm Instax ""SQUARE"" film is for use in only square format instant print cameras such as the new SQ10, SQ6 cameras...Note: Not for use in Fuji Instax ""Mini"" Cameras. This film offers stunning instant and colourful pictures that you can fit into a purse, wallet or photo frame.Fuji Instax film ensures sharp, clear reproduction, vivid colours and natural skin tones. Frame design white. Overall Film/paper size is W86 x H72mm and the actual picture size is W62 x H62mm. Number of prints 10 per packBring the instant fun of 'real' photos into your life. Instant photography is amazing and has a quality all of its own - VERY popular and trendy at this time!7dayshop stock a competitive range of products : photo, computer, memory, inkjet, audio, video, battery, gifts ideas, gadgets and much more.",,,1457721,1457721,False
50979472,,UBIQUITI UNIFI UAP-AC-PRO-5 (5-Pack),,3110.04,PLN,68127,68127,False
68374441,,"Instax SQUARE Film 20 shot pack, white border","Image Size - 62 mm x 62 mmFilm Size - 86 mm x 72 mmSuitable for all SQUARE cameras and SHARE printersCompatible with all instax SQUARE cameras and printersinstax SQUARE - 20 shotsColour instant film in a square-format.Square-format film compatible with the instax square printers and cameras has arrived.This film boasts the same professional high-quality instant photograph technology found in all instax film, but in a square-format. With assured accurate colour and sharpness, your memories will be preserved for years to come in a format that photographers love across the globe.Print size ¨C 8.6cm x 7.2cmImage size ¨C 6.2cm x 6.2cm",17.0,GBP,300521,300521,False
