ltable_id,rtable_id
walmart_548,amazon_3414
amazon_3894,walmart_2078
walmart_1866,amazon_14359
amazon_2611,walmart_693
walmart_693,amazon_104
amazon_18936,amazon_16350
amazon_16350,walmart_148
walmart_148,amazon_16398
walmart_215,amazon_6601
walmart_500,amazon_12544
amazon_6729,walmart_1888
walmart_2191,amazon_16173
amazon_5644,walmart_874
amazon_4637,walmart_1499
amazon_20314,walmart_2119
walmart_2199,amazon_18138
amazon_18138,amazon_20395
walmart_2264,amazon_19007
amazon_6615,walmart_530
walmart_530,amazon_18531
walmart_1286,amazon_16535
amazon_15942,walmart_950
amazon_22025,amazon_17263
amazon_17263,walmart_2088
amazon_11120,walmart_1893
amazon_19540,walmart_617
amazon_2432,walmart_1477
amazon_2236,walmart_2339
walmart_1753,amazon_16220
walmart_1441,amazon_15284
amazon_11340,walmart_2221
amazon_11116,walmart_1007
walmart_1007,amazon_18142
amazon_2701,walmart_128
walmart_128,amazon_10640
walmart_1138,amazon_9085
walmart_1640,amazon_9564
walmart_1482,amazon_8566
walmart_173,amazon_1249
amazon_656,walmart_1966
amazon_4787,amazon_2867
amazon_2867,walmart_1145
amazon_3155,walmart_1973
amazon_14795,walmart_120
walmart_1398,amazon_4586
amazon_4432,walmart_2121
walmart_476,amazon_2717
amazon_11265,walmart_2253
amazon_13159,walmart_542
amazon_10507,walmart_1325
amazon_5255,walmart_2273
amazon_17198,walmart_2201
amazon_14384,walmart_1652
amazon_2576,walmart_136
walmart_179,amazon_8545
amazon_20426,walmart_2513
amazon_11830,walmart_2378
amazon_12273,walmart_735
amazon_21964,walmart_56
walmart_56,amazon_9164
walmart_2210,amazon_16560
amazon_13722,walmart_2260
walmart_1577,amazon_13540
amazon_8346,walmart_1457
amazon_3961,walmart_1474
walmart_2516,amazon_20309
walmart_797,amazon_6508
walmart_769,amazon_6362
amazon_2887,walmart_2147
amazon_15071,walmart_370
amazon_10481,walmart_1907
amazon_17536,walmart_1385
amazon_17317,walmart_917
amazon_10905,amazon_16252
amazon_16252,walmart_1987
amazon_21374,walmart_1545
amazon_12654,walmart_1475
walmart_1475,amazon_8650
walmart_944,amazon_14177
amazon_6364,walmart_1618
amazon_16205,walmart_157
amazon_4705,amazon_19006
amazon_19006,walmart_2136
amazon_1082,walmart_317
walmart_382,amazon_12582
amazon_5234,walmart_1498
walmart_788,amazon_14901
amazon_12627,walmart_225
amazon_2645,walmart_1589
amazon_20621,walmart_2118
amazon_16059,walmart_1467
walmart_2502,amazon_16032
amazon_13619,walmart_1626
amazon_6984,walmart_25
amazon_18357,walmart_1861
walmart_469,amazon_19257
amazon_19257,amazon_2720
amazon_2522,walmart_1073
amazon_8814,walmart_2071
amazon_16514,walmart_398
walmart_2267,amazon_2527
amazon_21757,walmart_925
walmart_1841,amazon_18623
amazon_18623,amazon_2326
amazon_9016,walmart_1932
walmart_1932,amazon_9095
walmart_1964,amazon_14803
amazon_19123,walmart_1883
amazon_6759,walmart_737
walmart_428,amazon_6990
amazon_1766,walmart_1478
amazon_14869,walmart_595
amazon_11683,walmart_33
amazon_16862,walmart_2478
walmart_636,amazon_9151
amazon_3324,walmart_2522
amazon_16756,walmart_1148
walmart_42,amazon_172
walmart_1367,amazon_12146
amazon_1450,walmart_388
amazon_5511,walmart_199
walmart_2488,amazon_5635
walmart_1930,amazon_15375
amazon_2813,walmart_932
amazon_14918,walmart_1727
walmart_2461,amazon_13243
walmart_1686,amazon_17665
amazon_17665,amazon_20038
amazon_16916,walmart_1528
walmart_1528,amazon_811
amazon_15489,walmart_1776
walmart_1776,amazon_13179
amazon_13179,amazon_16437
amazon_4496,walmart_496
walmart_907,amazon_13994
amazon_16818,walmart_1412
amazon_9026,walmart_2158
amazon_14924,walmart_1802
walmart_138,amazon_11468
walmart_2507,amazon_5038
walmart_2344,amazon_14944
amazon_14944,amazon_6970
amazon_6970,amazon_4984
walmart_1282,amazon_1240
walmart_738,amazon_18197
amazon_20821,walmart_2387
amazon_4900,walmart_1843
walmart_600,amazon_4691
amazon_4691,amazon_12881
walmart_829,amazon_8897
walmart_1562,amazon_12169
walmart_1140,amazon_9097
walmart_1860,amazon_5560
amazon_15829,walmart_604
walmart_2006,amazon_13921
amazon_2533,walmart_2543
walmart_1104,amazon_1397
walmart_699,amazon_4283
amazon_4283,amazon_3856
walmart_1922,amazon_20240
amazon_14117,amazon_8175
amazon_8175,walmart_2462
amazon_12347,walmart_78
walmart_426,amazon_14868
walmart_585,amazon_14867
amazon_21690,walmart_378
amazon_13589,amazon_19031
amazon_19031,walmart_246
amazon_13318,walmart_2266
walmart_2266,amazon_1616
walmart_1666,amazon_6194
walmart_1653,amazon_1649
walmart_1353,amazon_6819
walmart_1963,amazon_6961
amazon_17701,walmart_1703
walmart_545,amazon_7622
amazon_7622,amazon_7624
amazon_2465,walmart_1242
amazon_20397,amazon_11026
amazon_11026,amazon_3793
amazon_3793,walmart_1694
amazon_10288,walmart_1244
walmart_2479,amazon_10669
walmart_615,amazon_17519
walmart_1539,amazon_4756
walmart_714,amazon_16478
walmart_2408,amazon_6808
amazon_8235,walmart_742
amazon_15495,walmart_589
walmart_589,amazon_16953
walmart_717,amazon_20106
walmart_191,amazon_1243
amazon_10869,walmart_2297
walmart_2063,amazon_6308
walmart_871,amazon_20288
walmart_2103,amazon_2963
amazon_7970,walmart_144
walmart_2379,amazon_264
amazon_264,amazon_10267
amazon_376,walmart_480
amazon_18140,walmart_1936
walmart_1936,amazon_11295
walmart_313,amazon_8870
walmart_1186,amazon_16092
walmart_34,amazon_3067
amazon_3067,walmart_2056
walmart_2107,amazon_8358
amazon_17026,walmart_1706
amazon_594,walmart_2244
walmart_723,amazon_9675
walmart_2476,amazon_6955
amazon_780,walmart_1009
walmart_1189,amazon_2759
walmart_81,amazon_17194
walmart_1149,amazon_9481
walmart_1552,amazon_9156
amazon_12760,walmart_2276
amazon_3051,walmart_2374
amazon_20645,walmart_468
walmart_2540,amazon_5175
walmart_1972,amazon_3593
amazon_3593,amazon_3590
walmart_625,amazon_18443
walmart_1968,amazon_21511
amazon_3695,walmart_1165
walmart_1564,amazon_6914
walmart_905,amazon_19636
amazon_7630,walmart_523
walmart_523,walmart_598
walmart_598,amazon_3626
amazon_21667,walmart_1697
walmart_1697,amazon_16578
walmart_29,amazon_6031
walmart_131,amazon_5595
amazon_18231,walmart_1456
amazon_16989,walmart_903
amazon_790,walmart_537
walmart_2047,amazon_8524
amazon_11841,walmart_2483
walmart_2422,amazon_8663
walmart_1607,amazon_13172
walmart_1591,amazon_3205
walmart_258,amazon_10646
amazon_11687,walmart_739
walmart_472,amazon_15367
amazon_11542,walmart_539
amazon_13767,walmart_2092
amazon_14545,walmart_2156
walmart_2052,amazon_6286
amazon_14760,walmart_1311
amazon_10813,walmart_2468
walmart_2468,amazon_16832
walmart_688,amazon_4783
amazon_20844,walmart_1512
walmart_324,amazon_21543
amazon_21543,amazon_8519
amazon_8519,walmart_2037
amazon_13167,walmart_2030
amazon_9553,walmart_979
amazon_7233,walmart_2412
walmart_2054,amazon_7601
walmart_1832,amazon_432
amazon_432,amazon_13396
amazon_8180,walmart_1975
walmart_2371,amazon_10923
walmart_1210,amazon_1324
walmart_231,amazon_10436
walmart_1473,amazon_3248
amazon_3248,amazon_3250
walmart_765,amazon_15415
walmart_2255,amazon_14015
amazon_6451,walmart_931
amazon_15351,walmart_2368
walmart_2508,amazon_11582
walmart_684,amazon_17573
walmart_1024,amazon_12674
walmart_1549,amazon_18948
amazon_6572,walmart_54
amazon_19119,walmart_2482
walmart_90,amazon_21917
amazon_17864,amazon_4318
amazon_4318,walmart_2155
walmart_2155,amazon_4509
walmart_2160,amazon_9858
walmart_2239,amazon_326
amazon_4817,walmart_1504
amazon_10128,walmart_639
walmart_639,amazon_7371
walmart_1197,amazon_4814
walmart_1960,amazon_2284
walmart_1437,amazon_11704
amazon_10517,walmart_205
walmart_920,amazon_3246
amazon_3694,walmart_2164
walmart_816,amazon_11998
amazon_2668,walmart_2519
amazon_17371,walmart_919
walmart_66,amazon_3668
walmart_1280,amazon_7637
amazon_7637,amazon_17949
amazon_10845,walmart_785
walmart_1952,amazon_1769
amazon_18372,walmart_1365
walmart_2231,amazon_17839
walmart_1829,amazon_19353
amazon_5577,walmart_498
amazon_15003,walmart_1010
walmart_1999,amazon_20189
amazon_7338,walmart_2151
walmart_309,amazon_19291
amazon_4494,walmart_1868
walmart_2477,amazon_4884
walmart_810,amazon_11428
amazon_11428,amazon_1480
amazon_7610,walmart_86
walmart_86,amazon_11617
amazon_20006,walmart_694
amazon_20740,walmart_1074
walmart_2017,amazon_16793
walmart_1256,amazon_20411
walmart_91,amazon_17687
amazon_2788,walmart_1413
walmart_475,amazon_20392
amazon_20392,amazon_12746
walmart_1370,amazon_5172
walmart_895,amazon_12463
amazon_16058,walmart_1621
walmart_2331,amazon_21976
walmart_1903,amazon_10674
amazon_10617,walmart_239
amazon_1152,walmart_172
amazon_17483,walmart_781
walmart_1102,amazon_7853
walmart_1522,amazon_21029
amazon_21029,amazon_1025
amazon_559,walmart_1355
amazon_8304,walmart_346
walmart_864,amazon_11894
amazon_5101,walmart_2194
amazon_7347,walmart_857
amazon_12333,walmart_2536
amazon_9990,walmart_322
walmart_65,amazon_11129
amazon_11129,amazon_7156
walmart_1632,amazon_20070
walmart_2149,amazon_4784
amazon_4784,walmart_2343
amazon_20108,walmart_588
walmart_2497,amazon_19525
walmart_707,amazon_11829
amazon_11829,amazon_8042
amazon_3144,walmart_2192
amazon_5207,amazon_11227
amazon_11227,walmart_2018
amazon_9550,walmart_2040
amazon_12895,walmart_705
walmart_705,amazon_16536
amazon_16307,walmart_362
amazon_16837,walmart_20
walmart_2080,amazon_16295
walmart_178,amazon_19149
walmart_2353,amazon_13476
amazon_16352,walmart_2328
amazon_4424,walmart_2515
amazon_10365,walmart_2523
amazon_20794,walmart_1671
walmart_1827,amazon_2578
walmart_95,amazon_10966
walmart_1992,amazon_1274
walmart_201,amazon_6828
amazon_11083,walmart_1476
amazon_6548,walmart_2293
walmart_218,amazon_5046
walmart_2356,amazon_5527
amazon_10127,walmart_1542
walmart_1345,amazon_20145
amazon_20145,amazon_14257
walmart_130,amazon_9890
walmart_424,amazon_8534
walmart_1119,amazon_3471
walmart_2190,amazon_2310
amazon_2310,amazon_21661
amazon_7824,walmart_281
amazon_3469,walmart_906
walmart_1728,amazon_12125
amazon_15653,walmart_297
walmart_1236,amazon_7615
amazon_19283,walmart_2471
walmart_2438,amazon_2861
amazon_17274,walmart_1695
walmart_2029,amazon_14035
walmart_561,amazon_18152
amazon_16226,walmart_1708
amazon_3758,walmart_2340
amazon_4597,walmart_832
walmart_832,amazon_19556
amazon_18710,walmart_2024
amazon_14202,walmart_2000
amazon_235,walmart_1771
walmart_784,amazon_21196
amazon_21196,amazon_12733
walmart_1714,amazon_18512
walmart_2510,amazon_11625
walmart_1720,amazon_20522
walmart_1606,amazon_18687
walmart_101,amazon_2593
amazon_12852,walmart_1558
amazon_19299,walmart_303
amazon_18200,walmart_2332
walmart_1121,amazon_9717
amazon_9717,amazon_14109
amazon_14109,walmart_1209
amazon_3254,walmart_1208
walmart_1208,amazon_16935
amazon_16935,amazon_18170
amazon_18330,walmart_1151
walmart_330,amazon_1599
amazon_8297,walmart_1066
walmart_1324,amazon_912
amazon_4378,walmart_3
amazon_1128,walmart_575
walmart_575,amazon_5075
walmart_1252,amazon_9635
amazon_14294,walmart_805
amazon_17578,walmart_1884
walmart_429,amazon_3273
amazon_10661,walmart_334
amazon_10608,amazon_19807
amazon_19807,walmart_1602
walmart_1380,amazon_20890
amazon_14553,walmart_1559
amazon_8494,walmart_1792
walmart_2315,amazon_9548
walmart_996,amazon_2750
walmart_114,amazon_9223
walmart_1946,amazon_1315
walmart_1460,amazon_14498
amazon_4519,walmart_1511
amazon_17494,walmart_2216
walmart_2216,amazon_20675
amazon_11048,walmart_2141
amazon_5462,walmart_1093
walmart_1093,amazon_16869
walmart_2248,amazon_8368
amazon_18387,walmart_2179
amazon_20693,walmart_2324
amazon_7346,walmart_949
walmart_1641,amazon_15009
amazon_15009,amazon_11044
amazon_6885,walmart_2481
amazon_16298,walmart_1248
amazon_2138,walmart_518
walmart_875,amazon_4226
walmart_1905,amazon_7800
amazon_20419,walmart_2435
walmart_1137,amazon_4429
amazon_14894,walmart_1405
walmart_1423,amazon_9727
amazon_1303,walmart_7
amazon_17388,walmart_1362
amazon_21076,walmart_2165
walmart_1418,amazon_14715
amazon_3615,walmart_939
walmart_652,amazon_6708
amazon_6708,amazon_7445
walmart_745,amazon_11810
walmart_2257,amazon_8356
amazon_6494,walmart_1301
amazon_8070,walmart_1224
walmart_1022,amazon_12116
walmart_502,amazon_11435
walmart_681,amazon_20251
amazon_13173,walmart_448
walmart_294,amazon_19911
walmart_1424,amazon_8192
amazon_17218,walmart_1613
amazon_638,walmart_2342
walmart_1030,amazon_10555
walmart_2096,amazon_2974
walmart_351,amazon_10048
walmart_1396,amazon_2438
amazon_13845,amazon_9789
amazon_9789,walmart_1758
amazon_17879,walmart_529
walmart_558,amazon_5883
walmart_961,amazon_14317
amazon_19484,amazon_17366
amazon_17366,walmart_2196
walmart_2265,amazon_18698
walmart_908,amazon_13023
walmart_1980,amazon_4278
walmart_134,amazon_3740
walmart_1983,amazon_6913
amazon_1244,walmart_323
amazon_8429,walmart_611
amazon_6413,walmart_1986
amazon_13934,walmart_2142
amazon_19520,amazon_1747
amazon_1747,walmart_2004
amazon_1354,walmart_222
walmart_222,amazon_17534
walmart_1716,amazon_17396
amazon_4759,walmart_648
amazon_21096,walmart_892
walmart_1454,amazon_10760
amazon_18464,walmart_431
amazon_21434,walmart_2295
amazon_11953,walmart_507
walmart_630,amazon_12817
walmart_2061,amazon_352
walmart_2345,amazon_15061
amazon_20731,walmart_2100
walmart_1699,amazon_17103
amazon_13148,walmart_934
amazon_2959,walmart_184
walmart_1877,amazon_2927
amazon_20111,walmart_1908
amazon_1375,walmart_1485
walmart_2213,amazon_21798
walmart_1934,amazon_9578
walmart_1200,amazon_159
walmart_1637,amazon_1270
walmart_2405,amazon_8668
walmart_2132,amazon_7358
amazon_20811,walmart_1177
walmart_1155,amazon_14873
amazon_3482,walmart_2381
amazon_4923,walmart_999
walmart_447,amazon_13174
amazon_8350,walmart_93
walmart_2050,amazon_21912
amazon_19800,walmart_1790
amazon_8469,walmart_2163
walmart_692,amazon_18704
amazon_12012,walmart_181
walmart_99,amazon_4520
amazon_17570,walmart_1957
amazon_18937,walmart_164
walmart_1717,amazon_17261
walmart_151,amazon_691
walmart_1070,amazon_18620
amazon_20132,walmart_1738
walmart_1766,amazon_5888
amazon_16126,walmart_1071
walmart_1287,amazon_15033
amazon_7783,amazon_21112
amazon_21112,walmart_1315
walmart_1315,amazon_15122
walmart_544,amazon_13664
walmart_1529,amazon_1441
walmart_1791,amazon_19538
walmart_1944,amazon_828
walmart_1609,amazon_2509
amazon_8544,walmart_2327
amazon_1696,walmart_2237
walmart_2441,amazon_21373
walmart_635,amazon_7145
walmart_2087,amazon_11143
amazon_16332,walmart_1657
amazon_6661,walmart_902
amazon_713,walmart_399
amazon_8910,walmart_916
amazon_19367,walmart_577
walmart_577,amazon_21736
amazon_10515,walmart_2305
walmart_284,amazon_2675
walmart_887,amazon_12783
walmart_1509,amazon_9332
walmart_2069,amazon_21448
amazon_2077,walmart_1489
walmart_310,amazon_4720
amazon_9474,amazon_2476
amazon_2476,walmart_1988
walmart_186,amazon_1928
walmart_1338,amazon_17543
amazon_18364,walmart_983
walmart_5,amazon_20932
walmart_39,amazon_10872
amazon_19957,walmart_491
amazon_13109,walmart_1159
walmart_454,amazon_1891
amazon_6974,walmart_1237
amazon_11223,walmart_770
amazon_602,amazon_3153
amazon_3153,walmart_848
amazon_6760,walmart_645
walmart_656,amazon_10558
amazon_17733,walmart_2167
amazon_6405,walmart_1295
walmart_2188,amazon_2671
amazon_17848,amazon_7144
amazon_7144,amazon_7149
amazon_7149,walmart_396
walmart_2418,amazon_7679
walmart_1579,amazon_11460
amazon_16543,walmart_2019
amazon_17243,walmart_415
walmart_415,amazon_20385
amazon_6816,walmart_41
amazon_11537,walmart_741
amazon_14686,walmart_2224
walmart_2014,amazon_11740
amazon_11740,amazon_9456
walmart_286,amazon_18626
amazon_8789,walmart_1134
amazon_2558,walmart_1305
walmart_1660,amazon_11172
walmart_870,amazon_14930
walmart_1194,amazon_14916
walmart_1850,amazon_17488
walmart_503,amazon_10206
walmart_1291,amazon_17829
amazon_11350,walmart_1614
walmart_594,amazon_20843
amazon_12312,walmart_991
amazon_14755,walmart_2229
walmart_752,amazon_7075
amazon_5013,walmart_1624
walmart_30,amazon_11088
amazon_16072,walmart_2125
amazon_11942,walmart_861
amazon_10874,walmart_470
walmart_1837,amazon_13677
amazon_5592,walmart_1193
walmart_1193,amazon_4493
amazon_15558,walmart_1484
amazon_7850,walmart_715
amazon_5594,walmart_591
amazon_5517,walmart_771
walmart_1031,amazon_13438
amazon_20051,walmart_2503
amazon_11403,walmart_1784
walmart_1360,amazon_994
amazon_6669,walmart_986
walmart_360,amazon_19150
amazon_19150,amazon_11566
amazon_2555,walmart_550
walmart_550,amazon_19539
amazon_11131,walmart_192
walmart_1125,amazon_8267
walmart_2392,amazon_15893
walmart_1077,amazon_11884
amazon_14004,walmart_936
amazon_12441,walmart_108
walmart_108,amazon_21709
amazon_15527,walmart_1742
walmart_337,amazon_6115
walmart_1761,amazon_4576
amazon_4576,amazon_12647
amazon_4646,walmart_2211
walmart_336,amazon_20174
walmart_312,amazon_13299
amazon_19026,walmart_1927
amazon_3169,walmart_387
walmart_597,amazon_22043
walmart_1417,amazon_7248
walmart_1571,amazon_6998
walmart_1643,amazon_2779
amazon_4162,walmart_1481
walmart_1359,amazon_1903
walmart_974,amazon_19753
walmart_1266,amazon_4232
amazon_979,walmart_818
walmart_893,amazon_11620
walmart_97,amazon_15904
walmart_531,amazon_19817
walmart_1534,amazon_1090
walmart_1136,amazon_17383
walmart_1153,amazon_9237
amazon_9237,amazon_13245
amazon_10854,walmart_1882
amazon_10705,walmart_2539
amazon_11214,walmart_1931
walmart_2326,amazon_19268
amazon_10117,walmart_2397
walmart_1732,amazon_5720
walmart_1733,amazon_21812
amazon_4506,walmart_1316
amazon_17451,amazon_17374
amazon_17374,walmart_2021
walmart_1081,amazon_21587
walmart_2407,amazon_12311
walmart_481,amazon_14853
walmart_2317,amazon_15825
walmart_1092,amazon_13747
amazon_15891,walmart_145
walmart_229,amazon_13258
walmart_2209,amazon_17162
walmart_182,amazon_7399
amazon_345,walmart_2254
walmart_453,amazon_4892
amazon_4892,amazon_10899
walmart_563,amazon_18915
walmart_2396,amazon_18101
walmart_2409,amazon_11714
amazon_3323,walmart_1578
walmart_1402,amazon_20183
walmart_2275,amazon_19662
walmart_147,amazon_21192
walmart_1953,amazon_11438
walmart_1610,amazon_10450
walmart_1846,amazon_15547
amazon_13592,walmart_1466
walmart_1466,amazon_11641
amazon_11641,amazon_15575
walmart_1397,amazon_20805
amazon_7135,walmart_663
walmart_722,amazon_12995
walmart_2349,amazon_18166
walmart_217,amazon_5274
walmart_1899,amazon_5458
walmart_1834,amazon_16331
amazon_20506,walmart_1317
walmart_992,amazon_19592
walmart_219,amazon_8696
amazon_3566,walmart_2245
amazon_6876,amazon_20939
amazon_20939,walmart_194
amazon_6288,walmart_1628
walmart_1011,amazon_13413
amazon_12891,walmart_2028
amazon_4426,walmart_926
walmart_695,amazon_12569
amazon_18153,walmart_1178
walmart_759,amazon_8381
walmart_1895,amazon_7660
walmart_1268,amazon_4380
amazon_8279,walmart_2335
walmart_2033,amazon_18679
walmart_2360,amazon_7249
amazon_7249,amazon_17905
amazon_5364,walmart_1195
walmart_376,amazon_9389
amazon_12892,walmart_2296
amazon_12024,walmart_2496
walmart_599,amazon_556
amazon_18980,walmart_88
walmart_88,amazon_3269
walmart_1108,amazon_10672
walmart_2139,amazon_101
amazon_15434,walmart_1862
amazon_12734,walmart_1262
walmart_1044,amazon_3009
amazon_1662,walmart_2236
amazon_7304,amazon_15278
amazon_15278,walmart_465
walmart_2548,amazon_19117
amazon_7443,walmart_2039
walmart_1560,amazon_19669
amazon_9295,walmart_547
amazon_17174,walmart_538
amazon_18297,walmart_2076
walmart_1595,amazon_13390
walmart_614,amazon_22045
amazon_13149,walmart_632
amazon_21483,walmart_319
amazon_10882,walmart_1901
amazon_10273,walmart_660
walmart_315,amazon_7705
walmart_955,amazon_4702
walmart_1141,amazon_9253
amazon_14641,walmart_69
amazon_5267,walmart_1218
walmart_261,amazon_5192
walmart_662,amazon_17258
amazon_8091,walmart_1109
amazon_7503,walmart_841
walmart_579,amazon_15015
walmart_2364,amazon_17915
amazon_17915,amazon_16366
amazon_5415,walmart_1573
amazon_15843,walmart_2101
amazon_4121,walmart_803
amazon_11689,walmart_2184
walmart_2154,amazon_11211
amazon_21093,walmart_1713
walmart_2094,amazon_15247
walmart_1451,amazon_4719
walmart_276,amazon_15426
amazon_5664,amazon_9709
amazon_9709,walmart_159
walmart_514,amazon_14881
amazon_18549,walmart_1701
amazon_21343,walmart_2150
amazon_11778,walmart_1789
walmart_2089,amazon_7048
walmart_6,amazon_9015
walmart_1320,amazon_884
amazon_13348,walmart_1851
walmart_2123,amazon_1794
walmart_1863,amazon_21325
walmart_678,amazon_8962
amazon_11269,walmart_1356
walmart_527,amazon_485
walmart_1726,amazon_18463
amazon_14539,walmart_2083
amazon_8391,walmart_64
amazon_11326,walmart_1550
walmart_540,amazon_9383
amazon_965,walmart_584
amazon_11475,walmart_1584
amazon_2805,walmart_941
amazon_17948,walmart_1684
amazon_13398,walmart_720
amazon_7028,walmart_1014
amazon_15268,walmart_872
walmart_2093,amazon_16311
walmart_1038,amazon_5010
amazon_2976,walmart_1391
walmart_862,amazon_5782
walmart_1513,amazon_1592
amazon_11288,walmart_1183
walmart_1263,amazon_22051
walmart_2527,amazon_13282
amazon_12090,walmart_107
amazon_21783,walmart_235
amazon_6872,walmart_1803
amazon_12490,walmart_669
walmart_2133,amazon_10434
amazon_10434,amazon_8990
amazon_16791,walmart_1029
walmart_1233,amazon_18428
amazon_18428,amazon_12407
amazon_18999,walmart_1535
amazon_245,walmart_2219
amazon_7893,walmart_2341
walmart_1298,amazon_8455
amazon_8496,walmart_1340
amazon_2279,walmart_2538
amazon_15252,walmart_938
amazon_11759,walmart_102
walmart_446,amazon_5774
amazon_19009,walmart_555
walmart_680,amazon_843
walmart_272,amazon_3965
amazon_12168,walmart_1037
amazon_21591,walmart_356
amazon_9342,walmart_1833
amazon_11440,walmart_463
walmart_2186,amazon_13583
walmart_2511,amazon_21503
walmart_2259,amazon_14834
amazon_453,walmart_811
amazon_6972,walmart_719
amazon_577,walmart_1810
walmart_2531,amazon_19976
walmart_221,amazon_16624
amazon_20443,walmart_1951
walmart_266,amazon_2949
amazon_6747,walmart_853
walmart_1299,amazon_15462
amazon_15462,amazon_14223
walmart_1592,amazon_16658
walmart_658,amazon_21942
walmart_2230,amazon_12949
walmart_155,amazon_3446
walmart_1984,amazon_1120
walmart_1891,amazon_15304
amazon_14014,walmart_522
amazon_19514,walmart_1508
amazon_17302,walmart_1949
amazon_19347,walmart_455
walmart_1774,amazon_18402
walmart_264,amazon_16640
amazon_18602,walmart_1292
walmart_2007,amazon_20461
amazon_13251,walmart_2394
walmart_80,amazon_6526
walmart_1656,amazon_14169
