id,brand,title,description,price,priceCurrency,cluster_id,label,unseen
91116388,,Corsair ML140 PRO 1x 140mm RGB LED PWM Magnetic Levitation | Discount Computer Needs,"View and shop for Corsair ML140 PRO 1x 140mm RGB LED PWM Magnetic Levitation, Computer Case Fans, and many more products at Discount Computer Needs.",65.00,AUD,264505,264505,False
74270481,Swiss Military Hanowa,Swiss Military Hanowa06-5161.2.04.003 Flagship Uhr,Steel Swiss Made Watch with Date,249.00,EUR,2682919,2682919,False
28769706,,AirPods 2 with Wireless Charging Case,"Summary:- Designed by Apple- Automatically on, automatically connected- Easy setup for all your Apple devices6- Quick access to Siri by saying ¡°Hey Siri¡± or setting up double-tap- Double-tap to play or skip forward- Charges quickly in the case- Case can be charged with a Lightning connector- Rich, high-quality audio and voice- Seamless switching between devicesMore magical than ever.The new AirPods deliver the wireless headphone experience, reimagined. Just pull them out of the charging case and they¡¯re ready to use with your iPhone, Apple Watch, iPad, or Mac.After a simple one-tap setup, AirPods work like magic. They¡¯re automatically on and always connected. AirPods can even sense when they¡¯re in your ears and pause when you take them out.To adjust the volume, change the song, make a call, or even get directions, simply say ¡°Hey Siri¡± and make your request. You have the freedom to wear one or both AirPods, and you can play or skip forward with a double-tap when listening to music or podcasts.AirPods deliver 5 hours of listening time1 and 3 hours of talk time on a single charge.2 And they¡¯re made to keep up with you, thanks to a charging case that holds multiple charges for more than 24 hours of listening time.3 Need a quick charge? Just 15 minutes in the case gives you 3 hours of listening time4 or 2 hours of talk time.5Powered by the all-new Apple H1 headphone chip, AirPods use optical sensors and motion accelerometers to detect when they¡¯re in your ears. Whether you¡¯re using both AirPods or just one, the H1 chip automatically routes the audio and engages the microphone. And when you¡¯re on a call or talking to Siri, an additional speech-detecting accelerometer works with beamforming microphones to filter out external noise and focus on the sound of your voice.What's in the box: - AirPods- Charging Case- Lightning to USB Cable",190.90,EUR,1126552,1126552,False
70863968,Apple,Apple APPLE AIRPODS PRO (2019),APPLE AIRPODS PRO (2019),249.00,USD,1563974,1563974,False
25360513,Corsair,Corsair ML140 Pro LED 140mm Premium Mag-Lev Fan Red,Corsair ML140 Pro LED 140mm Premium Mag-Lev Fan Red ¨C PC Case Gear ¨C Australia¡¯s Premier Online PC Store.,39,AUD,387671,387671,False
27087295,,"Catalyst 2960-X 24 GigE, 2 x 10G SFP+, LAN Base","Cisco? Catalyst? 2960-X and 2960-XR Series Switches are fixed-configuration, stackable Gigabit Ethernet switches that provide enterprise-class access for campus and branch applications (Figure 1). Designed for operational simplicity to lower total cost of ownership, they enable scalable, secure and energy-efficient business operations with intelligent services and a range of advanced Cisco IOS? Software features. For more detail: https://www.cisco.com/c/en/us/support/switches/catalyst-2960x-24td-l-switch/model.html",27340.25,HKD,758825,758825,False
70805675,Maxxis,Maxxis High Roller II 27.5x2.3 DC/EXO/TR Tire,"An open and aggressive tread design gives the High Roller II excellent soil penetration and mud-clearing ability. A square profile provides a solid, consistent feel across the knobs. Modified knobs on the shoulder and center improve braking performance and traction on hard surfaces. An excellent choice for technical, loose terrain. The High Roller II is available in trail, enduro, and downhill specs.",$52.00,USD,627344,627344,False
80932957,,Seagate IronWolf Pro ST16000NE000hard drive - 16 TB - SATA 6Gb/s,Optimized for NAS with AgileArrayHigh performance means no lag timeRotational Vibration (RV) sensorsDesigned for always accessible 24¡Á7 performance,430.93,GBP,40783,40783,False
17553753,,"Crystal Series 680X RGB Tempered Glass, No PSU, E-ATX, White, Mid Tower Case",Crystal Series 680X RGB ATX High Airflow Tempered Glass Smart Case ¡ª WhiteThe CORSAIR Crystal Series 680X RGB is a dual-chamber tempered glass ATX smart case boasting superb airflow and brilliant RGB lighting to efficiently cool and illuminate the most demanding systems.,339.23,USD,28019,28019,False
14132157,SRAM,SRAM PG-1130CASSETTE ROAD - 11 SPEED,"FEATURESCompatible with all SRAM 11-speed chains11-42t cassette fits 10 and 11-speed non-XD? driver bodies (1.85mm spacer is required for 11-speed driversCompatible with 11-speed road splined driver bodies11-36t and 11-42t cassettes are compatible with 1x drivetrains onlyPower Glide? shift technology for smooth and positive shift performanceWide range of gearing options¡ªa perfect fit for any rideCompatible with non-XD? driver bodiesSPECIFICATIONSSPEED (CS)11sGEARING11-36t, 11-26t, 11-28t, 11-32t, 11-42tCOG FINISH (CASSETTE)Silver, BlackTECHNOLOGY (CASSETTE)PGCOG SIZES11-36t:11,12,13,15,17,19,22,25,28,32,36, 11-26t:11,12,13,14,15,16,17,19,21,23,26, 11-28t:11,12,13,14,15,16,17,19,22,25,28, 11-32t:11,12,13,14,15,17,19,22,25,28,32, 11-42t: 11,13,15,17,19,22,25,28,32,36,42SERVICE",40.0,OMR,296239,296239,False
57644517,,"Swiss Military Hanowa Navy Flagship Quartz Watch, Blue, Day, 42 mm, 10 atm","LineNavyReference6-5161.2.04.003MovementQuartzCaliberRonda 505Case MaterialStainless steelDial colorBlueDiameter42 mmBezel FunctionHour scaleCrystalSapphireCase backScrew-downCalendar typeDayWater resistant depth10 atmBraceletStainless steelClasp typeFoldover claspWarranty2 yearsCountry of ManufactureSwitzerlandAdditional information: Swiss Military Hanowa has always distinguished itself by combining Swiss-made quality and sporty design with the values of the Swiss armed forces, achieving robust and high precision pieces with the ability to function in extreme conditions. The Navy Flagship model perfectly represents these values and stands out for its sporty design and resistance, thanks to its sapphire crystal and its stainless steel case and bracelet. In addition, it's blue color gives great beauty to the watch. Enjoy now this piece with Iguana Sell!",165.0,GBP,2682919,2682919,False
54362555,,"Crucial MX500 SSD 2.5"" - 2TB","Solid State Drive, kryptert, 2 TB, intern, 2.5"", SATA 6Gb/s, 256-bit AES, TCG Opal Encryption 2.0",2803.00,NOK,70841,70841,False
7344796,,Karta VGA Asus Phoenix GeForce? GTX 1660 SUPER OC 6GB GDDR6 192bit DVI+HDMI+DP PCIe3.0,,1276.69,PLN,137125,137125,False
39152734,,CORSAIR CARBIDE SPEC-01 Mid-Tower Gaming Case with Red LED Fan | CC-9011050-WW,"The Essential Gaming PC Case.Carbide Series SPEC-01 is proof that great looks, smart design, and durable construction don¡¯t need to be pricy, and that basic doesn¡¯t need to be boring. You get aggressive styling, a huge side panel window for admiring your components, and an LED-lit front intake fan that draws cool air directly to your graphics cards.Inside, there¡¯s room for up to five fans, and the four combination hard drive / SSD trays make storage installation and upgrades quick and easy. Cable routing cutouts help you reduce clutter, and the built-in dust filters help protect your components. Up front, the USB 3.0 connector gets you up to speed with the latest high-performance storage devices.",210,AED,195552,195552,False
1021564,,UniFi Video Camera G3-MICRO,"Full HD (1080p) indoor camera with compact form factor, 30 FPS, and dual-band support.",265.00,CAD,591042,591042,False
12997946,,Corsair ML140 2x PWM 140mm Magnetic Levitation Fan | Discount Computer Needs,"View and shop for Corsair ML140 2x PWM 140mm Magnetic Levitation Fan, Computer Case Fans, and many more products at Discount Computer Needs.",88.00,AUD,456079,456079,False
35452993,,"UVC-G3-FLEX-3Ubiquiti UniFi Video Camera, G3, Flex 3 pack",,26.27,KES,266703,266703,False
93243301,,Crucial MX500 2TB 3D NAND SATA 2.5 inch 7mm (with 9.5mm adapter) Internal SSD | CT2000MX500SSD1 | Crucial UK,"Buy Crucial MX500 2TB 3D NAND SATA 2.5 inch 7mm (with 9.5mm adapter) Internal SSD CT2000MX500SSD1. FREE US Delivery, guaranteed 100% compatibility when ordering using our online tools.",212.39,GBP,70841,70841,False
86650421,Ubiquiti Networks (UBNT),Ubiquiti UniFi Video Camera G3 Bullet (3 Pack),Ubiquiti UniFi Video Camera G3 Bullet (3 Pack),491.51,GBP,64482,64482,False
74610695,Apple,Apple APPLE AIRPODS (2ND GEN) WIRELESS HEADPHONES WITH WIRELESS CHARGING CASE,"The new AirPods deliver the wireless headphone experience, reimagined. Just pull them out of the charging case and they¡¯re ready to use with your iPhone, Apple Watch, iPad, or Mac.",199.00,USD,1994510,1994510,False
63542010,Ubiquiti,Ubiquiti UVC-G3-BULLET 3 pack,"The UniFi Video Camera G3 Bullet features clear 1080p video resolution. The ball joint mount design offers flexible 3-axis adjustment and can be mounted indoors or outdoors. The camera has infrared LEDs with an automatic IR cut filter for day and night surveillance. Supports 802.3af or 24V Passive PoE. Available in 3-pack.UVC-G3-BULLETDimensions? 75 x 140 mm(? 2.95 x 5.51"")Weight300 g(10.58 oz)EnclosureInjection-Molded Polycarbonate and Die-Cast AluminumNetworking Interface(1) 10/100 Ethernet PortSensor1/3"" 4-Megapixel HDR SensorLensEFL 3.6 mm, f/1.8Night ModeIR LEDs with Mechanical IR Cut FilterMicrophoneYesButtonFactory Reset ButtonPower Method802.3af PoE or 24V Passive PoEPower Supply802.3af PoE SwitchMaximum Power Consumption Standalone With Optional IR Extender4W 9WMountingWall/Ceiling/PoleOperating Temperature-20 to 50¡ã C (-4 to 122¡ã F)Operating Humidity20 - 90% NoncondensingVIDEOVideo CompressionH.264Resolution1080p Full HD (1920x1080)Maximum Frame Rate30 FPSImage SettingsBrightness, Contrast, Sharpness, Saturation, Noise Reduction, 50/60 HzGENERALViewing AngleBefore Lens CorrectionAfter Lens Correction85¡ã (H), 44.8¡ã (V), 98.1¡ã (D)72¡ã (H), 42.9¡ã (V), 80.4¡ã (D)Supported UniFi Video VersionUniFi Video 3.8 (or Newer)UniFi Video System Requirements64-bit Microsoft Windows 10/8/7, Ubuntu 14.04 or 16.04, or Debian 7.0 System withan Intel or Compatible 1.86 GHz (or Above) Processor and a Minimum of 4 GB RAM",404.74,USD,64482,64482,False
53125631,,Corsair ML140 Pro Ventola PWM 140 LED Ross,Corsair ML140 Pro Ventola PWM 140 LED Ross,24.9,EUR,387671,387671,False
9867732,,Disco Seagate Ironwolf Pro 6Tb 256Mb (St6000ne000),"Seagate IronWolf Pro ST6000NE000, 3.5"", 6000 GB, 7200 RPM",202.21,EUR,84984,84984,False
55005068,Audemars Piguet,Audemars Piguet Royal Oak Black Dial Men's Watch,,286189.0,HKD,31594,31594,False
21944667,,WD Black 4TB My Passport Portable USB3.0 HDD (WDBPKJ0040BBK-WESN) (Warranty 3years with WD SG),Warranty : 3 Years with WD,159.00,SGD,1939560,1939560,False
20044617,,LOGITECH - HD WEBCAM C270 PACKAGING REFRESHIN CAM,LOGITECH HD WEBCAM C270 PACKAGING REFRESHIN CAM (960-001063),1070.00,DKK,79254,79254,False
21367693,,Asus GTX1660S 6GB PH GDDR6,"GDDR6, HDMI,DVI,DP, 2S",,,137125,137125,False
71230707,,Sandisk Extreme Pro USB 3.1 Solid State Flash Drive 128GB - SDCZ880-128G-G46,"TRANSFER 4GB TO DRIVE IN LESS THAN 25 SECONDSThe SanDisk Extreme PRO USB 3.1 Solid State Flash Drive delivers super-fast solid state performance in a USB flash drive. A game-changer in the USB storage category, this flash drive offers read speeds of up to 420MB/s and write speeds of up to 380MB/s1 that let you transfer everything fast. With capacities up to 256GB*, there¡¯s plenty of room to easily manage massive files. The sophisticated aluminum design is both stylish and durable, and the included SanDisk SecureAccess software, with 128-bit file encryption and password protection, ensures that your private files stay private2. Plus, the SanDisk Extreme PRO USB 3.1 Solid State Flash Drive is backed by a limited lifetime warranty6 for added peace of mind.READ/WRITE SPEEDS OF UP TO 420MB/s / 380MB/sBlazing-fast performance lets you transfer a full-length 4K movie to drive in less than 15 seconds or 1000 photos in less than 25 secondsSOLID STATE USB FLASH DRIVEThe SanDisk Extreme PRO USB 3.1 Solid State Flash Drive delivers the performance, capacity, and reliability of an SSD in ultimate portability of a USB flash drive.ALUMINUM METAL CASING FOR DURABILITYThe SanDisk Extreme PRO USB 3.1 Flash Drive features an elegant yet durable aluminum metal casing to help protect the drive from everyday wear and tear.SANDISK SECUREACCESS? SOFTWARE PROTECTS YOUR PRIVACYCreate a private folder on your drive with SanDisk SecureAccess software. This 128-bit AES encryption software makes it easy to password-protect critical files. Drag and drop files into the vault, and they'll be protected.EASY FILE RECOVERY WITH RESCUEPRO DELUXE SOFTWAREThe drive comes with a RescuePRO Deluxe data recovery software download offer. This software makes it easy to recover files that have been accidentally deleted (download required).COMPATIBLE WITH USB 3.0 AND 2.0 PORTSThe SanDisk Extreme USB 3.1 Solid State Flash Drive is backward-compatible, so you can plug it into any USB 2.0 or 3.0 port.",18.90,KWD,79238,79238,False
457768,,"Seagate IronWolf 6TB 3.5"" NAS HDD",,0,SEK,498972,498972,False
41132816,Maxxis,"Maxxis Maxxis Highroller 2 Tire, 27.5 x 2.5"" 3C EXO TR",,75.00,USD,729259,729259,False
34298415,,WD HDD 1TB My Passport Black,WD HDD 1TB My Passport Black Hard diskovi,153.60,BAM,472560,472560,False
19673382,CISCO,Catalyst 2960 24 10/100 + 2 1000BT LAN Base Image,, 2757.66,EUR,520988,520988,False
54164067,,Epson 13x18 Premium Glossy Photo Paper,"Glanset fotopapir, 255g/m2, 30 ark",140.00,NOK,157548,157548,False
23249222,,AAA Replica Audemars Piguet Royal Oak Offshore Chronograph Watch 26470OR.OO.A125CR.01,AAA Replica Audemars Piguet Royal Oak Offshore Chronograph Watch 26470OR.OO.A125CR.01 for sale from China with good prices.,,,67840743,67840743,False
57812104,Swiss Military Hanowa,Rel¨®gio Swiss Military Hanowa06-5161.2.04.007 Flagship,Black & Steel Swiss Made Watch with Date,249.00,EUR,5860529,5860529,False
25695113,,"UVC-G4-PROUbiquiti Professional Indoor/Outdoor, 4K Video, 3x Optical Zoom, and POE support",,3.05,GHS,788533,788533,False
16842812,Logitech,Logitech H390 USB Wired Headset,"This is a Wired Headset System RequirementsPCWindows 2000, Windows XP, Windows Vista, Windows 7USB portMacMac OS X (10.2.8 or later)USB portWarranty Information2-year manufacturer's guarantee Package ContentsLogitech USB Headset H390Quick-Start GuidePart NumberPN 981-000406Technical SpecificationsFrequency response: Headset: 20 Hz?20 kHz Microphone: 100 Hz?10 kHzInput sensitivity: -62 dBV/¦Ìbar, -42 dBV/Pa +/- 3 dBCable length: 2.4 m (8 feet)Connections: USB compatible (1.1 and 2.0)",54.87,USD,149318,149318,False
77340472,Apple,Apple APPLE AIRPODS (2ND GEN) WIRELESS HEADPHONES WITH CHARGING CASE,APPLE AIRPODS (2ND GEN) WIRELESS HEADPHONES WITH CHARGING CASE,159.00,USD,1223297,1223297,False
96980573,,WD My Passport WDBPKJ0040BBK - hard drive - 4 TB - USB 3.2 Gen 1,"Every journey needs a passport.The My Passport drive is trusted, portable storage that gives you the confidence and freedom to drive forward inlife. With a new, stylish design that fits in the palm of your hand, there's space to store, organize, and share yourphotos, videos, music, and documents. Perfectly paired with WD Backup software and password protection, the MyPassport drive helps keep your digital life's contents safe.",119.69,USD,1939560,1939560,False
61690853,,CORSAIRMl140 Pro Rgb 140mm Premium Magnetic FAN CO-9050077-WW,Corsair ML140 PRO RGB 140mm Premium Magnetic Levitation RGB LED PWM Fan Single Pack (Embargo Nov 16),56,AUD,264505,264505,False
50944297,,WD My Passport 1TB USB 3.0 + Etui,,239,PLN,283756,283756,False
45136761,,Western Digital My Passport 1TB ?ierny (WDBYNN0010BBK-WESN),Western Digital My Passport 1TB ?ierny (WDBYNN0010BBK-WESN),59.70,CZK,472560,472560,False
38024744,,WS-C2960-24TT-L Cisco Catalyst 2960 Network Switch (New),"Condition: NEWAvailability: End Of Life - Inventory May Be LimitedCisco 2960 Ethernet Switch - 24 port switch - 24 x 10/100Base-TX, 2 x 10/100/1000Base-T (WS-C2960-24TT-L)Cisco Catalyst 2960 Series Intelligent Ethernet Switches are a new family of fixed-configuration standalone devices that provide desktop Fast Ethernet and Gigabit Ethernet connectivity, enabling enhanced LAN services for entry-level enterprise, mid-market, and branch office networks. The Catalyst 2960 Series offers integrated security, including network admission control (NAC), advanced quality of service (QoS), and resiliency to deliver intelligent services for the network edge.GeneralDevice TypeSwitch - 24 ports - L4 - managedEnclosure TypeRack-mountable 1USubtypeFast EthernetPorts24 x 10/100 + 2 x 10/100/1000MAC Address Table Size8K entriesRemote Management ProtocolSNMP 1, RMON 1, RMON 2, RMON 3, RMON 9, Telnet, SNMP 3, SNMP 2c, HTTPAuthentication MethodRADIUS, TACACS+, Secure Shell v.2 (SSH2)FeaturesLayer 4 switching, layer 3 switching, layer 2 switching, auto-sensing per device, DHCP support, auto-negotiation, VLAN support, auto-uplink (auto MDI/MDI-X), IGMP snoopingCompliant StandardsIEEE 802.3, IEEE 802.3u, IEEE 802.3z, IEEE 802.1D, IEEE 802.1Q, IEEE 802.3ab, IEEE 802.1p, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1w, IEEE 802.1x, IEEE 802.1s, IEEE 802.3ahRAM64 MBFlash Memory32 MB flashStatus IndicatorsPort transmission speed, port duplex mode, power, link OK, system, link/activityExpansion / ConnectivityInterfaces2 x 1000Base-T RJ-45 | 24 x 100Base-TX RJ-45PowerPower DeviceInternal power supplyVoltage RequiredAC 120/230 V (50/60 Hz)Power Consumption Operational30 WattFeaturesRedundant Power System (RPS) connectorMiscellaneousMTBF282,416 hoursCompliant StandardsTUV GS, cUL, EN 60950, EN55022, NOM, VCCI Class A ITE, IEC 60950, EN55024, FCC Part 15, UL 1950 Third Edition, CSA 22.2 No. 950 Third EditionPricing TypeRefurbishedDimensions & WeightWidth17.5 inDepth9.3 inHeight1.7 inWeight7.94 lbs",5.67E2,USD,520988,520988,False
9999780,Sandisk,SanDisk Extreme PRO CZ880 128GB 256GB 420MB/s USB 3.1 Solid State Flash Drive (128GB),"Solid state performance in a USB 3.1 flash drive1Read speeds of up to 420MB/s; write speeds of up to 380MB/s1Sophisticated design with durable aluminium metal casingPassword protection and 128-bit AES file encryption software4RescuePRO? Deluxe data recovery download5Technical DetailsCapacities: 128GB, 256GB*Read speed: 420MB/sWrite speed: 380MB/sCompatibility: USB 3.1, Gen 1 (backward compatible with USB 3.0 and USB 2.0)Dimensions: 11.0 x 21.0 x 71.0 mm; 0.45 x 0.84 x 2.79 inWeight: 17g; 0.6 oz.Operational temperature: 32¡ã - 95¡ã F (0¡ã - 35 ¡ãC)Storage temperature: 14¡ã - 158¡ã F (-10 ¡ãC - 70 ¡ãC)Warranty: Lifetime warranty6TRUST IN SANDISK?All SanDisk products are constructed to the highest standards and rigorously tested, so you can be confident in the outstanding quality, performance and reliability of every SanDisk product.LEGAL DISCLAIMER* 1GB=1,000,000,000 bytes. Actual user storage less.1.Read speeds up to 420MB/s, write speeds up to 380MB/s. USB 3.1Gen 1 or USB 3.0 port required. Based on internal testing; performance may belower depending upon host device. 1MB=1,000,000 bytes.2.Based on 4K video transfer (4GB) with USB 3.1, Gen 1 or USB 3.0host device. Results may vary based on host device, file attributes and otherfactors.3. Based on 4GB transfer of 1000 photos (avg. file 4MB) with USB3.1, Gen 1 or USB 3.0 host device. Results may vary based on host device, fileattributes and other factors.4.Password protection uses 128-bit AES encryption and is supportedby Windows Vista?, Windows 7, Windows 8, Windows 10 and Mac OS X v10.7+(Software download required for Mac)5. Registration required; terms and conditions apply.6.30 years in Germany, Canada and regions not recognizing lifetime warranty.",288.0,MYR,79238,79238,False
71275365,,Ubiquiti UVC-G3-Bullet - Camara IP UniFi Interior/Exterior HD IR,Ubiquiti UVC-G3-BulletCamara IP UniFi Interior/Exterior HD IR,,,192122,192122,False
39528474,,WS-C2960-48TC-L Cisco Catalyst 2960 Network Switch (New),"Condition: NEWAvailability: End Of Life - Inventory May Be LimitedCisco 2960 Ethernet Switch - 48 port switch - 48 x 10/100Base-TX, 2 x 10/100/1000Base-T (WS-C2960-48TC-L)Cisco Catalyst 2960 Series Intelligent Ethernet Switches are a new family of fixed-configuration standalone devices that provide desktop Fast Ethernet and Gigabit Ethernet connectivity, enabling enhanced LAN services for entry-level enterprise, mid-market, and branch office networks. The Catalyst 2960 Series offers integrated security, including network admission control (NAC), advanced quality of service (QoS), and resiliency to deliver intelligent services for the network edge.GeneralDevice TypeSwitch - 48 ports - L4 - managedEnclosure TypeRack-mountable 1USubtypeFast EthernetPorts48 x 10/100 + 2 x combo Gigabit SFPMAC Address Table Size8K entriesRemote Management ProtocolSNMP 1, RMON 1, RMON 2, RMON 3, RMON 9, Telnet, SNMP 3, SNMP 2c, HTTPAuthentication MethodRADIUS, TACACS+, Secure Shell v.2 (SSH2)FeaturesLayer 4 switching, layer 3 switching, layer 2 switching, auto-sensing per device, DHCP support, auto-negotiation, VLAN support, auto-uplink (auto MDI/MDI-X), IGMP snoopingCompliant StandardsIEEE 802.3, IEEE 802.3u, IEEE 802.3z, IEEE 802.1D, IEEE 802.1Q, IEEE 802.3ab, IEEE 802.1p, IEEE 802.3x, IEEE 802.3ad (LACP), IEEE 802.1w, IEEE 802.1x, IEEE 802.1s, IEEE 802.3ahRAM64 MBFlash Memory32 MB flashStatus IndicatorsPort transmission speed, port duplex mode, power, link OK, system, link/activityExpansion / ConnectivityInterfaces2 x 1000Base-T RJ-45 | 48 x 100Base-TX RJ-45 | 2 x SFP (mini-GBIC)PowerPower DeviceInternal power supplyVoltage RequiredAC 120/230 V (50/60 Hz)Power Consumption Operational45 WattFeaturesRedundant Power System (RPS) connectorMiscellaneousMTBF243,595 hoursCompliant StandardsTUV GS, cUL, EN 60950, EN55022, NOM, VCCI Class A ITE, IEC 60950, EN55024, FCC Part 15, UL 1950 Third Edition, CSA 22.2 No. 950 Third EditionDimensions & WeightWidth17.5 inDepth9.3 inHeight1.7 inWeight7.94 lbs",9.93E2,USD,3739198,3739198,False
17212553,Corsair,Corsair ML Series ML120 PRO LED Premium Magnetic Levitation,,265,SEK,971833,971833,False
90806449,Audemars Piguet,Royal Oak 41mm Chronograph in Steel,Royal Oak 41mm Chronograph in Steel on Steel Bracelet with Black Dial,32000,USD,31594,31594,False
97028330,Epson,Epson Premium Glossy Photo Paper A4 2x15 vel 255g,,15.00,EUR,1601212,1601212,False
17236806,Maxxis,Reifen Maxxis 29x2.50 Highroller II DoubleDown,,59.30,CHF,1702430,1702430,False
95518443,WTB,"WTB WTB Byway Tire - 650b x 47, TCS Tubeless, Folding, Black",The Byway Road Plus tire allows riders to find comfort on remote gravel roads without being slowed down on the pavement required to reach them.,64.99,USD,1496586,1496586,False
29326164,,"Seagate IronWolf PRO 4TB 3,5"" NAS HDD","3.5"", SATA 6.0Gb/s, 7200RPM, 128MB cache, Agile Array",2245.85,NOK,1102119,1102119,False
